cluster.index	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_score	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores
873	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
446	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
960	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1656	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
42	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
705	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
61	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
286	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
346	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
524	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1369	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
246	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
258	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
850	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
431	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1417	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
259	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
711	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
156	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
976	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
71	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1198	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
547	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1121	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
301	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
990	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
490	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1928	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
5	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
3	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1064	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1955	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1249	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
917	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1434	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
763	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
296	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
221	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1205	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
527	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1085	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1946	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1254	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1040	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
676	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1118	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
237	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
135	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1072	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
229	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
1086	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
404	12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Cyclic alcohol;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Secondary alcohol	0.76	1	0.81	0.558	0.329	0.303	0.033;0.038;0.034;0.02;0.024;0.041;0.039;0.04;0.04;0.029
