	Alphitonia.philippinensis	Berchemia.floribunda	Berchemia.giraldiana	Berchemia.hirtella	Berchemia.huana	Berchemia.kulingensis	Berchemia.lineata	Berchemia.loureiroana	Berchemia.sinica	Berchemia.yunnanensis	Ceanothus.asiaticus	Colubrina.arborescens	Colubrina.asiatica	Colubrina.pubescens	Colubrina.spinosa	Gouania.leptostachya	Guoania.javanica	Gouania.hypoglauca	Gouania.polygama	Hovenia.acerba	Hovenia.acerba var. kiukiangensis	Karwinskia.calderonii	Krugiodendron.ferreum	Paliurus.perforatus	Rhamnella.franguloides	Rhamnella.tonkinensis	Rhamnus.crenata	Rhamnus.davurica	Rhamnus.diamantiaca	Rhamnus.erythroxylon	Rhamnus.globosa	Rhamnus.hainanensis	Rhamnus.koraiensis	Rhamnus.leptophylla	Rhamnus.longipes	Rhamnus.napalensis	Rhamnus.oreodendron	Rhamnus.parvifolia	Rhamnus.rosthornii	Rhamnus.sphaerosperma	Rhamnus.subapetala	Rhamnus.utilis	Sageretia.pauciflora	Sageretia.thea	Scutia.eberhardtia	Scutia.myrtina	Ventilago.calyculata	Ventilago.calyculata var. trichoclada	Ventilago.cristata	Ventilago.denticulate	Ventilago.inaequilateralis	Ventilago.leiocarpa	Ventilago.leiocarpa var. pubescens	Ventilago.maderaspatana	Ventilago.oblongifolia	Ventilago.pauciflora	Ziziphus.apetala	Ziziphus.attopensis	Ziziphus.cambodiana	Ziziphus.funiculosa	Ziziphus.guatemalensis	Ziziphus.horsfieldii	Ziziphus.incurva	Ziziphus.mauritiana	Ziziphus.oenopolia	Ziziphus.poilaneo	Ziziphus.rotundifolia	Ziziphus.rugosa	Ziziphus.rugosa var. harmandii	Ziziphus.thyrsiflora
Ceanothus.asiaticus	0.475528911299537	0.328009966146708	0.322455716060227	0.43898424631893	0.398301165692392	0.334905556004686	0.386152048002688	0.415952552082682	0.35770138173724	0.548415710987459	0	0.501052389738207	0.396414429875726	0.301627381995469	0.65800524925494	0.545614927864892	0.430331645939089	0.475989349694399	0.584588983647302	0.403389293602999	0.398462426363152	0.493242486410887	0.41810069368123	0.523811883054236	0.415766291303048	0.327327923995597	0.32526715392617	0.424642061598935	0.433115050988713	0.587926681547598	0.401210931039551	0.456519972071928	0.448336052131065	0.531426324950847	0.494617789369283	0.336154012768581	0.338718500136497	0.376498146882717	0.419776504464055	0.388440103551069	0.448818581975264	0.361106009896242	0.353765716298106	0.363785380705884	0.459993163002026	0.383595626754377	0.472618871898095	0.405967710078549	0.464718720395734	0.408163311488523	0.447417706645008	0.38812975515176	0.459474762595306	0.467277040489576	0.430406455732566	0.465685113460956	0.485648777261401	0.36998749651832	0.354959511769563	0.53991860064617	0.487214872225408	0.495971254150642	0.580850539375134	0.431032923739046	0.319751199951532	0.361785767435894	0.426918169996638	0.398090470245785	0.39207014702792	0.415878317210811
Colubrina.arborescens	0.532244572335178	0.197108029903516	0.208505728311029	0.379735412110697	0.327640021803077	0.261494022086258	0.306843942373901	0.313365487145971	0.401884887029734	0.389578332560513	0.501052389738207	0	0.365915655119844	0.263765296410763	0.676608965806805	0.598179253361734	0.460101051776356	0.49399001983021	0.615480034098935	0.392514046975381	0.4312355462639	0.330425310501199	0.462329083017623	0.439028846111444	0.311299942589834	0.307222865923493	0.213825815530076	0.302595877030884	0.534164265724665	0.368373943477304	0.337218167194172	0.547173919409988	0.316031483420806	0.34533140524181	0.389344779177992	0.229054932614197	0.217243353623673	0.43908086723775	0.249235902144101	0.460471116316051	0.507620047005541	0.262715528620346	0.325231689012179	0.198972206263716	0.514552277540593	0.297247099332885	0.467923936488866	0.286467659924349	0.568852190499074	0.346924110897277	0.418177314930039	0.341010411142903	0.447810303380746	0.349282398155343	0.414233893072724	0.560024313332041	0.56861123047032	0.4679008012554	0.275764909188894	0.562994322204288	0.548545924931473	0.465115777082403	0.484661728742939	0.303636662211966	0.24888967450176	0.444926459682523	0.335173480213122	0.470952202632628	0.498109997427303	0.449701970300482
Colubrina.asiatica	0.180341887777376	0.236926363814021	0.229884336842969	0.380845971140381	0.308883238991005	0.235400685021035	0.270457583672502	0.337414000091558	0.262106401453864	0.480221284041419	0.396414429875726	0.365915655119844	0	0.152063140520763	0.445212083060038	0.270983256999227	0.137982735974481	0.12905668927185	0.299333963371296	0.0960052582728566	0.242714924021807	0.415836014379485	0.171218479609619	0.423698417640485	0.331444792766848	0.223839140768477	0.221352074812017	0.358212259519937	0.374416566574929	0.542712801519303	0.315678121939539	0.403872190798337	0.374983336807128	0.466438021985672	0.436685914760171	0.247261146171462	0.229695552411863	0.30010273389773	0.233045541314972	0.310789387063206	0.387631562395143	0.280120024473634	0.263415788687287	0.245411814940357	0.157243129263831	0.291737132050678	0.403230213843779	0.295390139832154	0.413075065395201	0.322268497868997	0.379487136988849	0.318438250030647	0.392895700128336	0.389020251288796	0.351053384314484	0.406125526734924	0.205202167224083	0.219051001121464	0.179776658547951	0.462544669568406	0.195969051028796	0.236471501368261	0.273602832274497	0.0815295907603751	0.195718040234465	0.28103956845712	0.0860412597188014	0.174036033091549	0.321575706646053	0.16723107317347
Colubrina.pubescens	0.266613590870075	0.0926262902807449	0.0870350381585335	0.260629466967822	0.179053225946752	0.0994385606218859	0.15372377843296	0.206307253048833	0.137486087035933	0.373862216196303	0.301627381995469	0.263765296410763	0.152063140520763	0	0.527915440333993	0.353462914132593	0.174585835123465	0.254317942208364	0.415324771445618	0.152019711638863	0.132338334870252	0.308093609117962	0.168038527132905	0.342198608263707	0.203631952474546	0.0947607589507753	0.0910278238272884	0.224751998243037	0.253160637767974	0.442033172906881	0.189324105069517	0.281541896448298	0.250269402138841	0.355741116818944	0.317464757290545	0.106114633902565	0.102372574147777	0.173291829322108	0.155922276462156	0.18748046884276	0.27062237350456	0.139114424437127	0.128731181929514	0.130082872957066	0.227166901233397	0.16417721982938	0.289001340994509	0.184134084565667	0.287117721253164	0.199329803397371	0.253168189038036	0.177789944621682	0.271024033867014	0.271108702700021	0.223869516925503	0.289541518566418	0.26800348789314	0.103415719673926	0.0680433519635193	0.370066444078036	0.286044974943844	0.275820388275638	0.376992561510119	0.180677111563123	0.0506219987418181	0.148761022095905	0.181417635420231	0.142362036942116	0.193127561689761	0.17027779997681
Colubrina.spinosa	0.337316409043891	0.600887997580799	0.603713797813361	0.659640697399531	0.635189131744535	0.590519326903698	0.547778684340862	0.66743000647646	0.603747369772392	0.767670101917582	0.65800524925494	0.676608965806805	0.445212083060038	0.527915440333993	0	0.407923646444653	0.442973015862794	0.379782460331683	0.270258811977684	0.448267898744898	0.508457365434555	0.728653531946822	0.483114539526761	0.690755112036565	0.654016149931695	0.569353941783657	0.572096899201877	0.68877674704138	0.634068971709958	0.780723491646108	0.635730097577831	0.648668236798938	0.672653659438177	0.740681161303919	0.724729706627785	0.58465260103856	0.561115786865884	0.571487268177552	0.549807990274882	0.580977119948977	0.62817912355565	0.619681702938074	0.588765095062957	0.551733720275742	0.434051310586004	0.61796824075665	0.677054348780233	0.605815486209577	0.662386722398129	0.640330885422555	0.66791853031865	0.64274021703609	0.675687959133256	0.694525727889547	0.646049233573674	0.658313032698759	0.40119019311343	0.503060142532287	0.515378909244419	0.697081577664521	0.320475146046923	0.459004970202455	0.336206100531399	0.429051619016532	0.544130377999706	0.568657177838474	0.428279849263157	0.474412708935386	0.593622659450999	0.417919160472579
Gouania.leptostachya	0.180151773959147	0.446236622502206	0.446528996447902	0.512213935319611	0.488804274939913	0.432222440957395	0.400189808484484	0.524474944230866	0.440068375561345	0.645337935553099	0.545614927864892	0.598179253361734	0.270983256999227	0.353462914132593	0.407923646444653	0	0.246450522955478	0.230699355413815	0.30465092458724	0.28853192708228	0.367766102029597	0.62119886982399	0.361949666142815	0.60323350604803	0.528832609559056	0.407479405406926	0.402456533782884	0.547045274024566	0.472854753256611	0.722915803334718	0.499278633317633	0.498002689427529	0.587382221141707	0.668188739688717	0.606863252211609	0.444294366906007	0.429517101141135	0.417654448052861	0.436291509390171	0.43016102555868	0.48263194919386	0.468804549235537	0.441917550460502	0.444653753050194	0.31334534296214	0.473636678075503	0.54665183005055	0.472062760686051	0.495901239263729	0.504610437997655	0.522387508004643	0.492053920979123	0.539164307441643	0.571457576654189	0.501475214077783	0.513496750546392	0.305698392314862	0.355876171006947	0.381466068887602	0.599038141452462	0.274581645443519	0.373963199794634	0.359970816132717	0.2900709660059	0.384221537800069	0.399655213597914	0.247939507625754	0.305767207457661	0.425352024105978	0.263728740118191
Guoania.javanica	0.217016569061416	0.294995291197933	0.29769111925607	0.419122902340334	0.338721558960287	0.25875966912523	0.223801984564832	0.381297966893958	0.265491721588163	0.550417826357219	0.430331645939089	0.460101051776356	0.137982735974481	0.174585835123465	0.442973015862794	0.246450522955478	0	0.162161911925687	0.312163688085154	0.0982612443966938	0.17505969009451	0.516568634150141	0.132082176931246	0.43302478371721	0.379581042369645	0.236849571547576	0.256749469692592	0.434926323857307	0.344065217883568	0.651813442462848	0.34176221672957	0.368065559666357	0.447644058996418	0.552955710555723	0.504041556764402	0.301132264627666	0.262265469541048	0.27223877243377	0.262115880040593	0.278773299348455	0.348281185864577	0.33682577884019	0.282327091982717	0.270313286962183	0.113071188398659	0.320594043104267	0.406938734203882	0.296167975553082	0.364356953138865	0.347058784269756	0.372325987798763	0.358527178816216	0.398829205773811	0.435259234812603	0.33660893813896	0.375637421985802	0.142038021279248	0.156494159925436	0.178779320233592	0.44439538712371	0.217759038491629	0.170085732869264	0.295767212247858	0.190981677644903	0.200421420888037	0.235900943418503	0.182185528338173	0.113409102339061	0.281330997192016	0.10255776502685
Gouania.hypoglauca	0.120647667150024	0.359587505943016	0.357274913827357	0.476940388797265	0.401712698184072	0.336009215549887	0.288583058960555	0.455223135583942	0.340238453006299	0.591889288692087	0.475989349694399	0.49399001983021	0.12905668927185	0.254317942208364	0.379782460331683	0.230699355413815	0.162161911925687	0	0.220308774182788	0.166624800723244	0.272007970669505	0.585264788969362	0.197748993806527	0.541033631111701	0.446307658926006	0.314924567331189	0.320439476282788	0.484537171549387	0.399861914953704	0.642908716765174	0.404594614635605	0.421717043413641	0.458166605933704	0.567480967445008	0.551732021348811	0.365930215554014	0.332401041784123	0.334604577337669	0.339760248751132	0.347286738112238	0.405334840737008	0.39615187965256	0.35092821657311	0.333026275279543	0.162828266114226	0.394115061334078	0.472543586141701	0.373662274474374	0.440660767537385	0.414486911902463	0.454371365183975	0.419167276580267	0.46284235299906	0.494858160955704	0.419095139736693	0.436420276334184	0.211274319275507	0.2382020914391	0.254512262558282	0.518798119467298	0.130400708300209	0.229796341071476	0.218454654623406	0.178433953566562	0.28013805748453	0.293478609300344	0.140799540652402	0.183463501826584	0.34659288685945	0.179462609382886
Gouania.polygama	0.248503422488775	0.490722252258583	0.505477034398958	0.606644235182089	0.546940835085275	0.484790951990723	0.457227071795229	0.591653207186792	0.487462206415038	0.710546344586203	0.584588983647302	0.615480034098935	0.299333963371296	0.415324771445618	0.270258811977684	0.30465092458724	0.312163688085154	0.220308774182788	0	0.250998583463315	0.407414568693955	0.636032528794701	0.335813490323398	0.598334889463236	0.55508803506609	0.466553509369101	0.48343975661223	0.616382033930045	0.55090921228668	0.75025420743255	0.542308309798261	0.577193005674749	0.582859440047222	0.679472311222505	0.658478887008323	0.450054396405648	0.43337723376169	0.460449427489949	0.403003765830311	0.457358601761386	0.542855381592444	0.518171879387311	0.471925218343916	0.409479280218326	0.253313186368453	0.529175973429179	0.592279115438839	0.503920457270013	0.582492670990588	0.544272977432452	0.587057642835183	0.554525271614642	0.591066317143621	0.624914468629491	0.5533775697612	0.572265983408099	0.346023412239785	0.345480125223622	0.394716263768001	0.591954032083017	0.244065371534315	0.269869256338273	0.220288022305953	0.321548027575666	0.43773302328612	0.46930191678538	0.320063701455243	0.369530152410594	0.505820890409695	0.241517836530973
Hovenia.acerba	0.203922872134635	0.223084063502527	0.231085592397545	0.39020107635245	0.309181143463076	0.226948897630304	0.267571593875221	0.336667922025395	0.260237532676371	0.495636017541942	0.403389293602999	0.392514046975381	0.0960052582728566	0.152019711638863	0.448267898744898	0.28853192708228	0.0982612443966938	0.166624800723244	0.250998583463315	0	0.20732531961586	0.397169385319888	0.176361327029472	0.399882892979417	0.311180572859069	0.227884670607157	0.239818825898744	0.364042280790793	0.367614461767718	0.559193493208077	0.312028060761847	0.399319048628481	0.368397011889757	0.469282652053404	0.433839886671454	0.207793022267526	0.20334790042774	0.27289698282644	0.188048058871562	0.274478411530061	0.372942033211547	0.267304836376938	0.240042337202022	0.202905837106753	0.0850609041438704	0.285307944560253	0.389610321943952	0.286928526713164	0.39608402718244	0.31705551893571	0.365687470695903	0.313590524972668	0.38052493300238	0.393925466859809	0.332298991029464	0.392746582606795	0.174590863090827	0.161015791635118	0.150920713703684	0.426639333576769	0.206451727357939	0.151924318315652	0.296362234784565	0.11976064446466	0.176791959805196	0.265120290925597	0.132001089082777	0.156994851026146	0.30912923287162	0.0924956315404409
Hovenia.acerba var. kiukiangensis	0.323278158616022	0.211512652945824	0.221429484345657	0.456835007621029	0.243381982746763	0.158581066887656	0.267476986595536	0.276756348507064	0.15124334268145	0.440941171028521	0.398462426363152	0.4312355462639	0.242714924021807	0.132338334870252	0.508457365434555	0.367766102029597	0.17505969009451	0.272007970669505	0.407414568693955	0.20732531961586	0	0.436506217519843	0.143554842760792	0.294944567724196	0.258003057110264	0.172933885542218	0.247768553964637	0.356077973550831	0.306894744374659	0.636163400866611	0.223325784405569	0.303279326589366	0.317646453489816	0.427182066848632	0.41572026322995	0.241744820682259	0.216337565513909	0.268300647299302	0.229986403062611	0.243948101387801	0.316499888036427	0.275997929605633	0.198009274424404	0.227688191473833	0.20917234532564	0.246943621496066	0.294881306360685	0.210129858551774	0.325399859730672	0.238083558569433	0.272087121478096	0.269911859137536	0.280874679772809	0.331884361350468	0.237102707601457	0.286698868243774	0.17657342697341	0.0959421777502253	0.0774544320049139	0.299894485525997	0.303509804605358	0.28294996235689	0.316927222809333	0.242023047299362	0.116566193247574	0.195337402652665	0.249757816694263	0.137021735653737	0.248875076814088	0.178326618247453
Karwinskia.calderonii	0.568366246173099	0.208391801080503	0.214941559116337	0.317271990819172	0.157205490503198	0.25797918474778	0.511656918048284	0.124316505612032	0.305099409836088	0.234311459547259	0.493242486410887	0.330425310501199	0.415836014379485	0.308093609117962	0.728653531946822	0.62119886982399	0.516568634150141	0.585264788969362	0.636032528794701	0.397169385319888	0.436506217519843	0	0.521405224382973	0.260150067530594	0.107718526065019	0.257163415403406	0.299625032210529	0.112399484855582	0.421595647100162	0.348429784459992	0.209137250611136	0.462271489326903	0.227211616754973	0.241188599021947	0.19915228784889	0.246750015794009	0.230833876671413	0.379756963937283	0.336624687063351	0.408138873174321	0.447841035892196	0.170312304055346	0.213609193400606	0.270622718491881	0.532208033623597	0.159134667541524	0.28920939784978	0.224307410288023	0.44522424773953	0.167906037300482	0.257897252901596	0.183827113313477	0.278212742008953	0.183731928320247	0.242887114111674	0.419245148189901	0.577726348805634	0.469555513910696	0.327647009875641	0.340331483799917	0.58864038500718	0.569231169597429	0.590403892489948	0.386488147383706	0.305297463298901	0.439772625988425	0.429344678476992	0.514726538387026	0.392403463916234	0.503541253984257
Krugiodendron.ferreum	0.311270613410573	0.286706574774094	0.2878888752724	0.471956365899369	0.323305121359503	0.237345207693091	0.229693024913172	0.378452717533244	0.213472063799487	0.543932360494497	0.41810069368123	0.462329083017623	0.171218479609619	0.168038527132905	0.483114539526761	0.361949666142815	0.132082176931246	0.197748993806527	0.335813490323398	0.176361327029472	0.143554842760792	0.521405224382973	0	0.403856359574849	0.360307498735027	0.21599512343033	0.263523767043323	0.439568604383283	0.336956111285851	0.658578772265303	0.305345735840354	0.352382869452838	0.387223851965872	0.511793634006306	0.503804198051453	0.302201753408383	0.25289807465026	0.274539716151873	0.260221951038542	0.263959489447739	0.343298238058799	0.341669983413192	0.260380722724102	0.253068566915154	0.155739728665527	0.317213768159944	0.380603217565006	0.265759969781843	0.373689132406714	0.314877663636534	0.366513049068547	0.349964389227489	0.376666230963842	0.420193415100574	0.320222745054894	0.345712718482682	0.212259525471832	0.116538173544825	0.146946686260067	0.394468829439922	0.273688644061085	0.193583639225586	0.327844159949405	0.260939084266609	0.193670066545142	0.227873859401209	0.260499159983379	0.129370358639187	0.283196527140821	0.127559916823258
Paliurus.perforatus	0.604707792441687	0.264190246597462	0.276835009116416	0.491721061011204	0.252415779880986	0.227031916476036	0.522208442504532	0.220102775952036	0.240092693015867	0.386648107349472	0.523811883054236	0.439028846111444	0.423698417640485	0.342198608263707	0.690755112036565	0.60323350604803	0.43302478371721	0.541033631111701	0.598334889463236	0.399882892979417	0.294944567724196	0.260150067530594	0.403856359574849	0	0.18555720601083	0.23719661362668	0.368555238495829	0.302274603179627	0.461692914787421	0.588664712250556	0.213255511933743	0.456513246996496	0.31692919457346	0.355510550197422	0.347203289186833	0.318336798268736	0.270158074186022	0.419252032870154	0.377452515845895	0.389132725482063	0.461667592862964	0.272579325476447	0.225767351458281	0.298538666508239	0.454574716377557	0.212696350118416	0.302719433231781	0.213384763109113	0.476993062784258	0.224321422139215	0.285206157039786	0.276358178030403	0.308664310435839	0.280788355816631	0.277365931151517	0.393957998018737	0.459717322453966	0.373651444645594	0.278073998627182	0.271624345838453	0.553312685211042	0.533610237551502	0.529930084960043	0.390586459967359	0.279583207692145	0.392488369272373	0.431269950439861	0.441165943444395	0.402665666020044	0.457252502941281
Rhamnella.franguloides	0.47713995558124	0.128118909321562	0.132915831805014	0.270980255171539	0.0422723674860305	0.126092135944995	0.38275683567943	0.0311987047795058	0.138658240677293	0.202899915591736	0.415766291303048	0.311299942589834	0.331444792766848	0.203631952474546	0.654016149931695	0.528832609559056	0.379581042369645	0.446307658926006	0.55508803506609	0.311180572859069	0.258003057110264	0.107718526065019	0.360307498735027	0.18555720601083	0	0.121304620757539	0.205630772022197	0.0710295295842208	0.248462460777654	0.34113747363465	0.0500322639165223	0.261579801667962	0.0879941163524977	0.165256918052914	0.162527227015735	0.184453757425865	0.150155518438654	0.224872584273959	0.29241661395817	0.254960028452661	0.267177575199017	0.0975078464050334	0.0827967903394787	0.195847955407361	0.398734006571076	0.0415785848395308	0.156221598159977	0.0762544574989567	0.271540065224179	0.0522006903480985	0.12231310449997	0.0612436466005971	0.140267934398332	0.101956240116534	0.0997053972500357	0.229966271553386	0.413509565533018	0.300525204019262	0.199454645445638	0.212116579421303	0.464035363212351	0.45976935296118	0.480612017752928	0.300706563734778	0.171153879984609	0.247660444986976	0.329995237712652	0.347827089191145	0.203686679799792	0.370765362751175
Rhamnella.tonkinensis	0.346194144303875	0.0769653635565573	0.0777387516297886	0.216866882278536	0.101071396651864	0.0602239108335609	0.215525189312845	0.118745707712236	0.0442354912938663	0.306291778737057	0.327327923995597	0.307222865923493	0.223839140768477	0.0947607589507753	0.569353941783657	0.407479405406926	0.236849571547576	0.314924567331189	0.466553509369101	0.227884670607157	0.172933885542218	0.257163415403406	0.21599512343033	0.23719661362668	0.121304620757539	0	0.0752192252380065	0.155909023455088	0.192008494750224	0.41412445417867	0.0951852196007791	0.21226061414758	0.181839050630416	0.289211813233263	0.251579151211157	0.11987143196169	0.0681040544611909	0.122311953412128	0.231089987799886	0.13585272078199	0.207046071526282	0.0750221941815816	0.0519919487393193	0.127238299671058	0.287715387728622	0.0813731756132083	0.205284245708498	0.0948443256843645	0.23242300554563	0.112790184673658	0.169074752872206	0.101651266882913	0.190309868734421	0.190340136117767	0.147975795709534	0.212862433889292	0.310915576242639	0.168406306952112	0.126602575622613	0.28939709578289	0.347588211009109	0.338158627964684	0.42127014402336	0.238614083356959	0.086495812244997	0.087689854043605	0.244758383079573	0.209789210241429	0.137199449391416	0.241620276489609
Rhamnus.crenata	0.324649769344217	0.052677996499258	0.0639124706185754	0.177353565649356	0.169435702591465	0.0871100789836271	0.137339002274607	0.185793623575968	0.167709881564901	0.340927202655947	0.32526715392617	0.213825815530076	0.221352074812017	0.0910278238272884	0.572096899201877	0.402456533782884	0.256749469692592	0.320439476282788	0.48343975661223	0.239818825898744	0.247768553964637	0.299625032210529	0.263523767043323	0.368555238495829	0.205630772022197	0.0752192252380065	0	0.184987046708369	0.243773258139035	0.377465652995355	0.177369501390945	0.270379413624065	0.246863167287438	0.338147039368673	0.292894893588641	0.0839913222274079	0.0602270724378345	0.14765868241508	0.193756386027423	0.178703405163148	0.239541579080704	0.0967669652067115	0.122212443441924	0.090371401923819	0.327467756015647	0.137512931604318	0.29436614071068	0.153482590750259	0.300171013179618	0.192450678744382	0.246105167519037	0.153529948374624	0.275702194384736	0.253770271734748	0.244254435202368	0.301726908703044	0.366978796069171	0.215810341116322	0.154691580142786	0.424718912489382	0.358384170693092	0.319075919611517	0.445884439055335	0.224094278651164	0.0976931583816044	0.152357563970822	0.223831114009378	0.233771626938711	0.197674911182055	0.245614217177462
