row ID,Alphitonia philippinensis (1),Berchemia floribunda (2),Berchemia giraldiana (3),Berchemia hirtella (4),Berchemia huana (5),Berchemia kulingensis (6),Berchemia lineata (7),Berchemia loureiroana (8),Berchemia sinica (9),Berchemia yunnanensis (10),Ceanothus asiaticus (11),Colubrina arborescens (12),Colubrina asiatica (13),Colubrina pubescens (14),Colubrina spinosa (15),Gouania leptostachya (16),Guoania javanica (17),Gouania leptostachya (18),Gouania hypoglauca (19),Gouania polygama (20),Hovenia acerba (21),Hovenia acerba var. kiukiangensis (22),Karwinskia calderonii (23),Krugiodendron ferreum (24),Paliurus perforatus (25),Rhamnella franguloides (26),Rhamnella tonkinensis (27),Rhamnus crenata (28),Rhamnus davurica (29),Rhamnus diamantiaca (30),Rhamnus erythroxylon (31),Rhamnus globosa (32),Rhamnus hainanensis (33),Rhamnus koraiensis (34),Rhamnus leptophylla (35),Rhamnus longipes (36),Rhamnus napalensis (37),Rhamnus oreodendron (38),Rhamnus parvifolia (39),Rhamnus rosthornii (40),Rhamnus sphaerosperma (41),Rhamnus subapetala (42),Rhamnus utilis (43),Sageretia pauciflora (44),Sageretia thea (45),Scutia eberhardtia (46),Scutia myrtina (47),Ventilago calyculata (48),Ventilago calyculata var. trichoclada (49),Ventilago cristata (50),Ventilago denticulate (51),Ventilago inaequilateralis (52),Ventilago leiocarpa (53),Ventilago leiocarpa var. pubescens (54),Ventilago maderaspatana (55),Ventilago oblongifolia (56),Ventilago pauciflora (57),Ziziphus apetala (58),Ziziphus attopensis (59),Ziziphus cambodiana (60),Ziziphus funiculosa (61),Ziziphus guatemalensis (62),Ziziphus horsfieldii (63),Ziziphus incurva (64),Ziziphus mauritiana (65),Ziziphus oenopolia (66),Ziziphus poilaneo (67),Ziziphus rotundifolia (68),Ziziphus rugosa (69),Ziziphus rugosa var. harmandii (70),Ziziphus thyrsiflora (71)
1749,576.0525,722.1344543,595.9402852,795.1818134,1118.844446,2602.280135,16.38,1331.8734,8672.335441,399.51,766.1913,0,769.107,508.4835,26.04023674,22.5513,9.2004,1152.839146,604.3404642,1189.32,74.7495,2262.939993,52.3203,2050.116,2288.278199,264.4653243,1033.26349,1021.8285,1612.9452,2292.040182,42.6132,537.272965,113.9355,692.6270197,1634.460652,809.1965819,147.0857847,20.5005,1070.667175,11.0484,41.0916,155.4384,11.2068,56.96918773,25.4184,43.38,29.1042,75.8976,9.1746,33.7464,75.78568916,19.8,77.47903751,13.419,347.409,15.1938,31.2732,431.8718413,91.34729707,113.3406,113.5869,77.43,20.16,33.6852,43.74,45.46406946,140.2980555,123.3108,8.6328,88.5906,58.9392
1750,11260.79829,3799.687471,6268.943688,17798.00379,6825.177545,6656.552561,2680.995552,11645.11546,8170.926961,18707.44474,1775.215266,3464.786021,3402.813691,8547.368766,11537.29577,8767.477679,10918.53365,15137.63056,2339.120007,2162.50253,2597.020314,12356.81268,9468.835587,7745.046161,9837.257821,16082.45075,7271.081414,5919.341225,10210.59688,12545.97981,11509.58946,6541.907355,8157.267611,7177.119722,10036.42,3509.947453,5476.114043,9934.007848,6297.549245,143.064,5523.38141,9671.635099,278.616,4062.337229,3862.212258,8156.841955,4809.735012,12430.61224,9408.80802,4369.623891,8607.768627,8368.452422,10183.24495,9207.019939,13924.68084,8229.588891,6287.173408,18817.77924,564.0469241,3679.111969,8777.984098,18992.43724,10059.07335,1082.316,39.606,5054.680852,8859.940078,16503.14908,13646.9554,12139.63747,5933.870915
1751,12.5475,28.953,13.296,4.0356,55.04207404,80.7762,11.7711,0,238.8294,119.0274,10.8018,73.96497455,38.8668,17.6106,11.8107,7.9458,29.0796,42.408,63.2808,16.224,31.1649,13.3755,40.4616,30.22395731,173.4149839,9.09,0,0,70.1652,0,40.455,67.2702,36.5508,58.1655,0,0,117.7533,0,0,0,25.9776,40.7583,0,43.407,15.2838,57.7656,0,34.73441371,4.7955,75.1248,173.0851492,20.4672,67.065,204.0171482,149.5874982,0,0,264.8208,155.1216301,59.75060997,93.93024316,32.487,22.44,88.0146,48.9486,14.5248,23.6988,24.09,25.83612938,14.4,8647.625924
1752,0,16.9623,27.2691,176.5092,7.92,30.1785,10.134,26.6178,19.092,45.3288,5.9556,0,20.10344138,121.1421,41.2614,37.8216,24.8814,19.791,35.5104,28.4256,62.0964,136.32,0,12.1248,16.5,140.3766,18.3276,18.3384,5.88,9.03,19.809,28.4214,160.308,17.8605,6.5193,32.097,16.8399,142.9197,9.399,36.0609,20.4879,586.0991718,32.1768,95.9031,46.4094,54.3984,24.372,0,0,38.4366,10.8045,0,0,11.2164,17.391,0,15.6348,0,135.5244,0,0,8646.837087,13.7862,0,45.9012,5.355,16.9587,20.6568,16.458,0,56.1051
1753,6479.383821,26.292,32.928,19.7883,20.3232,56.232,35.4294,66.11664686,478.2569573,74.79352736,54.65738108,51.129,8.7822,10.2,12.5685,10.0548,113.1291334,33.0177,21.1338,52.2123,88.266,3.78,13.6242,50.49,46.2384,41.616,32.1768,10.7406,206.9676,101.769134,212.4245805,48.615,38.85,52.8354,100.0452,24.9366,29.07,52.6902,142.8118922,21.0444,35.40417105,173.7364437,1383.396056,10813.82546,17.0751,18.15,1615.324312,1383.068941,22.794,35.2086,1633.917087,84.19644386,3445.847076,138.5499,29.0871,114.1572,280.6697556,44.52,12.726,15.4848,5.4678,13.19119229,9.3288,13.299,7.9032,17.424,0,20.3616,9.13882251,43.0572,28.7109
1754,476.5427285,16.731,31.11,0,15.21,26.124,11.592,12.483,0,0,1002.168757,16.731,81.576,40.716,554.3541006,150.6475118,14.79,104.5121537,31.494,166.3871144,104.7837891,8632.419053,35.784,108.324,29.394,71.688,12.675,0,19.266,16.83,12.6,21.49910229,12.6,18.009,15.21,12.168,16.38,26.016,19.44,56.16,25.017,36.801,37.512,11.154,29.241,19.38,17.34,11.154,22.764,12.675,29.172,0,13.86,14.28,38.22,0,24.48,12944.24128,53.856,92.46523755,13.77,120.8996722,1251.539053,81.09003882,168.5343911,134.8985156,330.8794658,151.5705443,46.98,48.96936951,2761.145309
1755,124.986,0,0,150.4296,0,0,107.6328,12.204,0,0,23.6118,0,0,173.376,39.1188,13879.57185,0,3376.643174,0,19.57736403,28.1658,13.7655,0,0,21.8781,57.6261,0,0,0,40.1328,0,0,0,0,0,0,29.2788,0,0,0,0,0,0,11.961,15.2712,0,19.242,21.4452,10.194,0,19.863,0,0,0,0,0,25.272,17.073,16.35,121.6818113,34.65,65.41613569,25.9947,0,72.297,0,57.1974,874.3581,0,34.0956,6.498
1756,23.076,23.436,57.05436987,41.286,19.437,47.07458295,220.6652919,16.8795,32.9664,0,10.296,45.864,12.5139,52.6428877,7.953,5.9856,15.8136,17.724,69.801,5.8212,242.5220726,26.028,17.082,91.3374,14.9625,18.648,61.14,71.4378,30.7362,63.0492,50.0448,423.5533341,12.4944,343.8969023,43.2,66.7584,74.1195,0,147.4184766,46.6335,10.44,14.487,27.708,8.6961,64.8117,19.0254,25.1388,13.8948,21.4956,43.4481,269.6359554,58.21994883,61.89,142.8525,34.8012,11.1777,45.9828,21.3522,29.1897,36.0267,4.3974,36.8496,40.239,8.9625,108.8692989,41.256,229.2346967,27.909,10.8,15.825,8625.242314
1757,103.8555,1834.03117,1073.676131,46.014,148.7336959,2881.954258,92.0322,584.61364,8609.938167,668.8923838,675.2571911,41.448,4395.703463,4990.586269,127.641,49.3245,464.7882129,177.9975,94.809,1705.790884,51.5403,1004.269615,16.632,864.3725057,53.29409824,1625.359984,4598.055569,3525.093443,171.2919,171.3267,121.635,502.8654053,533.2723987,1557.355682,69.69427245,175.1654662,14.28,427.5337041,193.3290598,91.2123,2081.458025,114.6726074,47.7819,28.6059,20.874,229.5194805,1317.554227,161.0331219,2582.433395,152.5520793,688.6900312,153.4961315,868.9515645,508.5896467,457.1400272,904.9515,839.383434,123.462,4460.190678,83.70861597,1932.235192,28.728,62.24636536,50.32284082,554.8164632,2143.839064,343.7197114,405.4568082,1068.059279,21.78,301.080878
1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4904.305061,0,0,0,0,0,0,0,0,8602.406944,0,0,0,0,0,0,0,0,0,0,12962.27522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,28.3026,507.8811293,1131.356422,8585.89912,27.0846,269.2589808,19.266,187.86,50.56120063,20.385,15.69559568,397.5660555,39.852,126.384,221.562,14.79,47.34247896,30.4725,195.7371,13.2645,24.50811438,78.43093929,7.8012,26.2548,43.902,28.7448,40.45053164,10.8,55.5723,68.6259,48.1869,17.57439576,68.6403,109.1136,20.5458,131.868,20.1432,23.8392,157.6425,15.246,22.8984,30.8187,13.26,16.3968,98.5905,10.998,18.8811,37.0293,12.084,7.56,4.4478,13.794,19.9836,13.299,13.8024,6.9498,11.2995,12.2808,64.722,28.95823243,32.95221174,7.7112,41.7123,40.752,86.81654554,53.7684,29.43070093,0,53.448,345.6380225,0
1760,176.697,18.72,82.40462604,28.89,16.32,11.22,19.152,233.382,41.181,19.368,15.81,15.717,60.141,10.71,2414.103357,28.392,144.84,117.477,486.6809161,512.3742363,4389.182947,1535.137418,57.72,346.7769631,60.94506152,8655.773289,118.26,115.83,148.863,192.9247324,30.222,695.4639532,20.904,53.262,21.582,219.345,47.652,21.78,12.825,164.943,108.216,0,104.775,88.893,17.955,68.208,57.564,0,203.49,15.66,0,29.97,0,0,23.49,11.73,0,129.108,2151.360094,2442.290298,8253.636187,1853.9687,1807.147222,229.23,4922.056928,85473.87831,646.0295332,1006.104,29510.54203,8568.64314,155.2264307
1761,201.5277356,53.136,91.6632,88.08,182.2121577,78.55488164,177.7248,24.67525199,156.6394842,21.0945,5982.028139,23.6157,8550.333166,9295.582334,566.4266893,317.8875,2791.025958,350.784,52.8687345,140.4966,133.5726,8.733,27.786,7.0074,175.4247,1741.756061,60.8304,10.764,87.40908686,90.44725422,231.8519613,355.3795049,16.94751357,476.7878285,96.5673,217.1904,825.3666879,87.8235,2942.588433,44.952,14.7726,41.067,64.2798,69.384,197.9428916,23.7993,487.1767664,9.06,49.6782,13.2756,45.1872,17.1315,10.92,90.63769482,5.6295,11.8608,109.2223887,100.4243795,467.6720606,2794.78735,22.5342,31.4766,4587.287559,11.5872,1626.569729,2957.785285,744.0848219,67.23787982,77.9508,13.2678,7609.770537
1762,35.81072798,81.5715,54.5544,27.783,45.9318,79.36174015,41.3532,37.6848,90.3488009,2124.229762,81.45,34.8042,12.9564,59.35864511,79.3347,911.2179665,75.3456,146.7743345,24.843,16.779,93.1932,16.5438,13.7592,22.848,179.4576,27.0288,47.9028,32.4162,33.5304,143.053625,1525.503822,34.2264,14.454,108.5210229,144.9504,9.3444,0,17.2068,48.678,23.39542024,25.9083,43.0125,31.0626,108.8937,70.9308,48.081,17.0163,87.14933053,34.2705,56.4375,1069.006572,34.7904,43.524,970.2575666,149.1252453,39.897,414.9179447,237.4522282,8545.175372,749.2190944,24.39,22.1064,183.6658828,95.6439,32.823,26.5677,464.6959132,61.6146,33.507,106.2473687,129.2715
1763,29.0286,24.3645,11.2002,0,22.8825,0,0,0,0,0,0,11.853,132.234,11.1606,456.4875641,169.47,115.182,103.9725,0,60.8307,9.6795,35.073,14.1204,0,0,26.9136,11.6748,21.8457,13.206,10.6911,12.7548,3.9216,0,7.146,22.2984,7.4655,0,0,0,0,20.4135,19.194,0,0,15.39,58.122,20.4786,0,0,0,0,11.853,0,25.6239,0,0,0,32.664,7.212,17.9745,0,37.125,13.9815,0,8534.885133,31.7655,21.1734,126.834,0,11.907,51.9702
1764,15.774,8.6688,0,52.503,35.12534583,28.728,29.8422,0,14.3916,67.23,5.499,8513.00596,11.57080508,64.554,7.2,0,16.8858,25.96024504,18.252,15.717,35.742,33.045,18.6591,21.7485,122.028,100.5766306,43.1664,14.8074,15.1938,41.67,20.2041,26.90191022,0,0,15.1662,0,24.3594,0,54.555,22.842,29.8251,0,30.5079,15.8532,36.65239612,98.91759452,15.8976,8.9208,16.8858,12.6,9.7929,26.4333,52.3296,10.206,9.36,12.81,10.296,29.2365,52.1892,11.7714,32.604,24.375,16.4997,20.4921,69.8355,75.04924116,27.0171,19.548,26.9982,9.3834,0
1765,0,0,0,0,0,0,0,8478.294253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,1232.718635,4280.631645,404.859,187.452,1613.107683,359.196964,5411.486703,1191.672499,11862.86793,8597.528381,3822.771236,7618.550206,7338.473107,5889.738273,3260.309674,418.8654973,1640.766292,2671.681496,4312.281995,11141.508,1373.020614,770.1165159,652.6888389,5275.687347,894.2580812,531.3220986,3489.435881,14954.12522,142.899,4309.83289,1494.74273,8468.570838,1109.075137,6249.05984,956.4824597,408.0524161,736.6583607,1925.123919,575.4384,2328.867153,1624.594676,436.0059,8026.184264,3239.250511,81.85618872,7059.557776,252.4656,1038.990623,2144.339645,1135.570759,3737.546906,665.0757706,3694.73694,3333.940963,1207.432119,697.2084274,874.0344951,434.4735,135.2421,944.930353,129.3,150.7875,86.5795645,363.704768,9509.116526,280.3451684,720.056204,686.7737591,4133.8621,221.4699,781.610995
1767,211.6692,2123.427561,203.9373,607.6801534,8459.146005,139.2920924,210.0585,352.0182867,285.4872,559.2439055,519.8528484,119.2905,727.027444,2680.728874,61.64983447,33.94752704,127.8501298,13.9581,264.1589677,168.6936,2445.983258,117.1854288,45.651,83.4339,589.8539371,305.4509068,277.8469868,51.84,84.3882,218.889,2744.055002,272.9106,319.8852,540.0626023,41.31,86.34431726,407.5959821,19.5696,1083.682844,83.8887,60.0102,421.3185,91.7334,10.4076,34.20524136,207.4689468,42.48,42.318,8557.249964,2058.738535,99.12789677,22.8501,7667.619052,73.476,61.7127,24.0447,246.6060996,1268.696874,2056.061546,121.5747264,2966.552924,38.541,886.8038906,16.5525,881.0140664,4091.247324,79.56927109,121.4552461,940.4465795,135.3198,103.353
1768,12.5265,7815.86722,9085.080986,192.2526,18.9477,277.3817306,13.128,866.2593478,1238.628666,156.4176475,81.5142,13.9815,14.847,18.72,16.8918,14.292,57.744,10.692,76.8,8.9655,53.52,26.8632,22.2156,19.992,44.937,60.4422,82.0023,25.137,20.6448,65.7201,0,131.7304114,667.5999434,256.1414493,30.0105,38.6916,234.1726868,5.2725,31.626,8.0964,8.060322876,12.7125,251.214,0,22.632,64.251,65.44106213,117.6675045,9.8277,16.8597,237.1611,122.8521,67.6188,429.1515,356.3766,673.0672844,41.439,6225.097882,2847.729737,17.1612,66.9456,11.3076,17.955,791.5466352,25.4592,332.367,1109.328609,64.5246,1354.164081,37.1646,173.4720899
1769,128.6775,49.032,89.50194717,33.306,116.964,7.1298,9.6228,17.82,17.91882642,8447.279237,14.568,137.775,372.624,16.2405,159.5016,23.9277,14.238,93.0477,10.0128,27.531,36.7737,16.1325,27.87896118,114.7878,19.89,7.23,18.3141,17.34,21.951,59.148,29.8344,335.4288,46.0845,31.1922,97.4484,15.8757,17.3718,29.232,21.636,14.238,22.7556,46.1142,47.328,59.49682178,23.6535,34.884,18.87,37.851,38.1825,43.524,52.326,38.4405,116.6835,104.0502,41.5179,8.6544,127.272,21.95313419,23.17438817,45.22437716,0,22.6542,55.1886,13.2534,30.1041,48.3807,70.2855,29.088,13.77,43.5474,71.757
1770,8.5896,0,29.322,3.834,0,12.2544,8.91,7.7922,12.8625,10.2816,10.122,8444.320451,15.9057,16.8498,20.5644,155.3625,25.2273,27.37504065,13.86,11.067,26.7372,15.5058,16.1472,28.308,17.3088,40.3941,8.34,17.9454,19.767,76.4124,146.1136457,5.9556,0,108.9972803,0,17.8332,21.93,3.8016,164.91,0,11.73,23.0616,52.8162,27.4362,56.65690752,21.33066805,12.24,30.1476,0,17.9025,4.4163,0,8.0142,5.5458,0,10.248,20.4525,6.9795,0,0,19.1835,0,9.7014,0,20.4519,36.1944,21.255,0,152.244,0,31.6008
1771,25.1052,9.8136,34.83,73.6053,10.8732,150.2823,18.5016,16.8399,84.5172,22.68,115.6059,80.5446,6099.133837,4700.66082,49.47,91.6488,50.8113,141.1098732,68.83658436,33.0345,223.1898,4858.144239,14.5452,63.2358,38.67689971,16.65,938.1633096,125.1648,28.3413,7.0584,108.7308,52.57813887,25.305,150.1371,29.52417953,21.801,89.6832,4358.345452,33.64184156,15.351,8434.846642,21.0336,76.90373495,63.6024,31.7889,40.42693755,28.4445,17.9568,101.0334274,15.0066,12.0234,11.88,53.04,48.65663965,7.0584,0,61.6968,1843.559919,3134.340732,16.9482,0,191.8125,109.671,109.0642069,139.0032,1318.708352,574.4762785,437.6549017,3208.995074,18.009,54.549
1772,45.1575,144.2592,81.2928,379.9136726,22.9488,137.2734,38.8752,0,120.486,51.837,58.5774,0,1716.08672,8428.75478,156.132,8.6184,15.318,102.6849,23.4204,19.2432,325.9764,8.2485,11.6127,90.8478,0,24.1251,20.4225,13.3245,25.0224,0,0,26.784,35.2314,0,55.476,30.558,13.26,26.028,22.314,40.1265,75.3624,31.2228,48.225,7.9398,52.9329,13.8186,10.7226,8.349,15.81,23.4876,9.4224,37.5366,4.83,49.419,23.7411,46.6011,14.9118,28.6251,112.5024,0,0,23.1534,13.8915,9.0525,31.5,22.71066177,38.7345,13.3224,43.0095,0,0
1773,23.892,12.24,38.115,25.353,52.11,23.88126581,188.238,12.75,233.8811082,1139.802075,35.52,207.1692236,182.6097986,14.703,1973.61588,0,0,30.222,496.503,4301.770333,55.8,31.407,15.717,474.0189829,23.97,523.9039698,23.46,52.032,171.054,41.028,12.096,38.316,0,10.14,86.706,17.745,16.32,5474.780432,40.65,0,3424.307481,0,165.39,224.788336,101.592,0,31.11,27.54,8427.3345,308.5530527,65.853,14.28,57.96,39.117,53.865,26.4,12.312,75.255,41.85,20.91,83.52,15.48,78.246,26.163,36.72,118.4374198,127.1654925,10.71,125.328,91.512,192.375
1774,16.7805,32.5632,26.829,5.6619,17.1297,6.8904,0,7.9458,11.844,22.6134,69.30451923,0,17.93339209,5.3976,8.694,18.4548,8.0964,6.6528,4.521,20.76845167,23.8431,0,0,14.5509,15.915,9.477,4.968,8.1432,21.8499,8.2386,73.3755,29.883,20.172,24.15061772,6013.46725,10.365,64.8405,15.192,8.9655,11.2266,6.8508,11.9538,14.9202,8412.88957,25.1274,6.4356,10.0212,57.746549,3.7422,263.708629,27.55381458,9.1476,0,89.208,0,27.0108,33.06,7.14,8.2134,6.0465,12.75,9.423,5.3742,0,27.5415,0,8.376,5.6133,0,14.436,30.03381575
1775,38.4699,7739.603786,10476.56856,10495.54849,59.2275,2290.164293,44.5464,314.9727,8407.886268,8042.560949,22.2075,35.4546,22.1445,138.7400286,20.3118,103.3265182,7993.897752,12.7185,92.50796667,10.665,311.0641087,29.106,528.9904018,33.7725,22.8549,56.304,393.3701834,9709.036603,75.726,54.26591715,405.361556,83.63853735,3823.075132,40.731,406.5968751,6513.799727,71.4624,277.9514646,649.9305,138.4878,29253.31237,1837.203265,156.4923,3507.421296,135.1908,1156.496075,23.0016,1892.433656,8.7948,65.1882,8500.63786,690.6704484,80.03609022,7917.501827,5834.904789,2782.318822,1178.7618,4606.924597,2600.594541,2040.359183,51.1272,25.2216,2260.838268,7257.778222,431.0954073,160.6719532,68.00127171,318.9162,8297.631978,80.2458661,53.0724
1776,41.976,128.3805,4749.280235,46.116,48.9981,10.60542339,15.111,24.4404,19.5534,63.7317,9.06,139.6692,33.654,8.2836,30.7476,103.6656,30.63629756,51.6186,10.0128,83.6967,947.7420557,175.4517,29.0088,19.278,40.752,31.7952,13.6458,15.7914,149.1038709,26.4333,20.0232,156.273,182.6643,43.24163535,0,123.978,20.2482,196.0784862,44.98177986,17.2686,321.1596,30.3345,20.4516,82.965,70.58650365,13.0032,24.363,6.9795,0,0,31.38453325,14.7354,10.872,4.6992,20.1936,12.81,19.116,5105.836097,329.0349,5563.974228,13.2444,18.0915,55.0518,8446.813996,1112.203057,609.0045,4237.251168,129.9863132,446.3584769,8403.930393,38.7717
1777,24.1566,457.8755953,1234.268613,1229.501576,10.0512,182.5608,68.4957,1529.287371,6074.486976,8400.857648,16.78084609,22.4004,12.92270043,12.579,24.3792,0,39.0456,128.4519436,15.7449,19.602,26.5512,0,23.7444,22.2684,0,30.6306,765.9983309,67.0635,22.542,12.9384,29.1312,26.9187,14.1456,45.5715,33.39,269.453308,27.915,13.2834,12.9708,12.5685,8.2593,35.9613,17.829,45.456,46.8468,8.376,22.4796,33.195,43.32131098,65.2725,67.91076211,19.7625,11.5488,24.7392,10.71,0,40.4151,6.1596,58.1256,21.57602091,44.9388,11.9187,47.5272,32.4105,33.705,437.0758599,40.6746,12.24,0,52.164,37.5774
1778,1066.129856,30.09,24.0225,23.58,19.8315,22.491,12.675,29.052,0,37.2186,0,19.266,59.5593,34.521,5533.498096,370.9022051,15.31009922,385.0382067,8378.26103,1775.358665,62.59849351,103.7124791,0,18.396,45.528,34.578,13.209,21.7008,339.507,44.52,17.493,125.43,31.044,34.5765,23.6955,20.2293,0,161.676,60.7188,52.455,97.635,29.8812,16.7706,0,34.98,2622.186492,22.248,9.69,9.6672,11.781,11.16,4.152,0,10.764,0,8.2248,24.9459,1016.01798,19.98,288.126524,14.7231,2180.671434,74.562,457.7895,368.6454884,989.920822,160.3032898,246.8071511,720.6521634,13321.75724,321.4189679
1779,76.23,126.3610285,949.0933242,0,0,862.1449314,47.601,77.76,7843.290825,64.38,932.0153672,16.425,6278.02372,566.2075236,544.4635961,0,0,1949.361428,119.1,8364.502207,86.03812408,0,21.672,1464.966384,0,19.71,956.2505468,1245.546,64.251,629.2506445,125.28,3347.404737,20.577,1543.951343,0,22.392,52.128,463.9530412,176.1213098,71.892,34.146,22.14,0,48.87,22.542,0,49.41,116.904,17.28,20.25,3649.716938,0,1376.521643,797.9952286,129.591,0,414.6576826,27.144,684.828,253.332,24.39,119.3990021,27.927,311.76,6971.775208,510.5758667,27.72,160.3096505,79.278,23.4,527.8870298
1780,13.221,3274.398766,24.0012,95581.53992,42.3618,16881.4247,1006.411615,8363.559446,8104.333429,3913.622481,41.0529,14.238,13.2111,10.773,46.2672,34.88792267,21.1161,13.182,132.5961,37.4283,50.2056,12.2184,14.6247,82.08029452,20.2725,28.7952,281.5968,32.13,9.8136,53.5086,154.6006626,40.2003,60.444,31.16513387,99.09616919,46.66159702,11.22,16.2,28.5204,12.1896,41.89750461,22.2426,37.7178,5169.578572,39.61790138,7.2216,18464.51831,16.944,22.0332,36.34793676,668.3209474,34.6125,38.4714,52.488,13.6686,40.68,263.090163,65.30937534,34.2594,11.2464,37.161,24.0966,38.2251,8.985,11.3367,51.14941659,132.849,133.32,14.424,31.2984,30.8028
1781,0,121.356,0,19.767,0,23.4726,0,14.7291,24.0975,0,0,0,7.9662,0,28.962,8.604,18.3276,9.6795,27.3132,55.26475021,28.791,22.242,26.4588,35.3874,35.7,12.7725,0,14.7465,205.9683,4939.130763,221.9712,10766.83896,0,8356.577508,10.71,0,25.9767,26.8056,1731.993105,0,27.78,25.5852,6.4638,0,12.3624,21.53123698,0,0,0,0,7.17,20.358,0,0,0,29.8275,0,15.327,39.5316,0,22.4706,15.4422,12.2256,0,0,0,11.616,34.689,18.8478,0,9.516
1782,23.9136,34.84537839,0,11.7852,0,15.876,13.509,8354.557826,0,221.0007,66.9327,140.4288,50.2173,6.0726,144.7077388,0,50.77323149,4.7886,7750.081157,4.11,123.7656,34.755,9.5817,0,47.5545,0,88.578,19.7505,38.85,0,120.858,61.7796,38.184,0,0,209.3157,23.9982,10.6848,8.1081,0,83.172,97.8813,36.069,30.8256,38.76,0,132.804,11.76,40.7337,36.8637,35.862,7.5168,7.9344,20.4234,307.3095,31.734,2878.550525,0,134.2572,42.5088,0,86.36756684,291.6988941,34.689,85.51658203,9.2232,30.6696,18.66287776,30.4014,0,6204.88423
1783,0,35.6652,62.5338,26.0352,29.8053,47.967,14.6595,51.7527,12.141,25.2687,6.6216,16.4475,17.8146,16.83,92.883,25.158,36.1461,17.7555,129.216,39.5712,10.1808,41.499,13.1196,0,96.252,29.2600118,12.204,23.9418,295.7103,3429.289041,1936.1428,29989.96442,1000.288517,5493.364911,11594.97763,78.9696,34.68,5643.929015,315.9216,28.4592,8458.87447,73.5528,8347.66524,116.7433323,15.6477,15.0378,40.8,594.6040853,16.3008,150.2442,2808.337443,15.8658,1236.420355,546.6289473,27.1095,17.6694,685.2981226,15.5382,9.5175,82.65045146,25.5387,9.4248,28.88750251,25.7823,1533.823854,70.236,23.6946,751.2317836,82.2471,35203.67799,70.2195
1784,12.69,0,0,0,0,0,28.0425,54.2229,0,0,48.27,0,14.50831293,0,56.2707,153.1656,736.0158495,36.9036,779.3809948,5.421,67.368,0,0,6.4152,15.249,26.8632,28.179,436.0305,19.38,0,23.4801,27.84,0,189.4185,47.2056,92.3436,16.8399,14.121,104.5125,16.3488,190.2454056,26.3778,93.7692,229.392,151.4508,42.228,24.7968,33.6168,0,112.7142,361.1136164,79.45353501,0,30.6348,0,0,222.5332635,0,0,14.1219,6.5178,1231.141183,20.2848,0,266.2272,40.7073,83.1576,81.912,24.99,0,8336.419582
1785,12.906,21.573,58.78048505,14.091,19.494,20.31,22.2684,4.8369,26.2008,22.1235,118.2556269,35.0865,22.2705605,23.4099,37.1112,24.408,29.0016,47.8896,7.5384,56.2221,27.417,9.6633,12.6075,13.1352,21.08353539,40.9536,0,7299.446788,28.9926,24.4977,48.9507,79.07817316,45.0072,20.508,1721.637158,120.93,1625.726756,18.4365,70.992,13.7295,0,23.3919,717.4032157,19.6182,12.6378,31.806,11.8503,16.773,22.7388,18.792,36.6678,15.4671,37.665,11.0916,10.0968,13.7028,60.3708,18.015,22.5852,9.1872,30.492,27.4275,9345.833761,14.0832,38.5494,41.841,84.6192,54.8604,48.52865837,14.7987,70.6356
1786,38.83249615,2591.466044,1039.426502,10490.35951,99.97081765,2002.744273,2071.520313,2473.96964,219.1068,4143.044209,17.424,176.2185,5.9472,0,47.8737,9.6501,23.0769,47.6862,94.63309395,41.697,86.38158701,0,425.3194203,62.1765,115.446,0,0,31.11,1569.557684,5272.137417,1330.812225,3812.336946,7215.679116,9680.45929,253.0338159,8855.084798,1700.120568,1368.248972,10372.3734,955.8616184,1835.734002,8321.40006,122.472,29.3436,7.9254,29.6676,55.58409483,396.7810062,16.8495,11.8998,3555.477748,54.7305,836.901,20.60581626,197.1999,95.98890843,1677.831936,17.7912,108.3368208,105.6942,49.5282,36.8845251,17.1912,11.8305,187.7574149,111.1275,75.5964,267.3295027,55.041,0,81.27293998
1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8298.933205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,14.238,277.3278,36.4416,97.69691986,23.3313,37.8288,18.8256,495.3180822,15.2508,272.0148941,11.5995,0,126.408,35.904,40.5696,66.5625,0,6.8607,69.4449,10.728,0,12.2544,17.043,11.1276,16.5375,0,21.1977,23.46,3648.320994,310.908,75.8472,35.0577,6510.031999,5730.225687,5023.556687,80.9274,266.1053916,0,91.8126,15.7728,6749.888301,4693.367568,6860.214292,642.0353266,18.9144,222.4314,0,105.308464,22.104,197.1018164,148.3616624,189.3891189,9732.47318,81.29110547,42.4047,12.3336,13694.42345,23.4864,71.5392,0,0,61.2846,13.07308301,0,32.6781,36.8415,0,81.1359,11.4912,0,20.2122
