row ID,Alphitonia philippinensis (1),Berchemia floribunda (2),Berchemia giraldiana (3),Berchemia hirtella (4),Berchemia huana (5),Berchemia kulingensis (6),Berchemia lineata (7),Berchemia loureiroana (8),Berchemia sinica (9),Berchemia yunnanensis (10),Ceanothus asiaticus (11),Colubrina arborescens (12),Colubrina asiatica (13),Colubrina pubescens (14),Colubrina spinosa (15),Gouania leptostachya (16),Guoania javanica (17),Gouania leptostachya (18),Gouania hypoglauca (19),Gouania polygama (20),Hovenia acerba (21),Hovenia acerba var. kiukiangensis (22),Karwinskia calderonii (23),Krugiodendron ferreum (24),Paliurus perforatus (25),Rhamnella franguloides (26),Rhamnella tonkinensis (27),Rhamnus crenata (28),Rhamnus davurica (29),Rhamnus diamantiaca (30),Rhamnus erythroxylon (31),Rhamnus globosa (32),Rhamnus hainanensis (33),Rhamnus koraiensis (34),Rhamnus leptophylla (35),Rhamnus longipes (36),Rhamnus napalensis (37),Rhamnus oreodendron (38),Rhamnus parvifolia (39),Rhamnus rosthornii (40),Rhamnus sphaerosperma (41),Rhamnus subapetala (42),Rhamnus utilis (43),Sageretia pauciflora (44),Sageretia thea (45),Scutia eberhardtia (46),Scutia myrtina (47),Ventilago calyculata (48),Ventilago calyculata var. trichoclada (49),Ventilago cristata (50),Ventilago denticulate (51),Ventilago inaequilateralis (52),Ventilago leiocarpa (53),Ventilago leiocarpa var. pubescens (54),Ventilago maderaspatana (55),Ventilago oblongifolia (56),Ventilago pauciflora (57),Ziziphus apetala (58),Ziziphus attopensis (59),Ziziphus cambodiana (60),Ziziphus funiculosa (61),Ziziphus guatemalensis (62),Ziziphus horsfieldii (63),Ziziphus incurva (64),Ziziphus mauritiana (65),Ziziphus oenopolia (66),Ziziphus poilaneo (67),Ziziphus rotundifolia (68),Ziziphus rugosa (69),Ziziphus rugosa var. harmandii (70),Ziziphus thyrsiflora (71)
128,659.9937,226.0104,1300.4346,236720.9178,103.2045,433.4829,17183.8512,5194.0704,882.792,36397.1478,41.4462,1512.1101,405.2529,348.1077,18.8145,114.8346,263.574,395.3433,60.5232,-15.4653,48.4239,16390.9362,1708.9461,112.7394,74611.68182,40529.9733,59.2371,360.5097,-4.8396,148.5282,2857.3095,2070.1368,474.2499,352.608,673.5141,341.5224,1663.7571,359.697,185.4558,1060.6068,1344.8046,218.5536,1407.7644,224.6295,145.2051,103.5582,498.3585,2297.0688,1426.2309,28.3491,2445.1641,8446.6641,608.0178,17008.5657,3275.7519,1994.9676,183.99,1791.8415,263.0235,944.7972,9362.3958,284.5182,107.937,106854.4335,606.8139,4720.065,64.4532,172.2486,78.0069,595.5768,85.4931
129,29.0952,16.182,0,9.1638,0,14.2044,11.3616,24.8898,71.8182,16.272,0,10.128,30.5172,13.2054,130.5153,117.1296,420.9764988,33.5016,40164.74768,108375.1433,113.6348408,199.3824,0,24.282,0,38.6916,10.3269,25.857,14.5692,20.8854,0,0,26.6118,39.15,0,7.4628,0,0,0,0,21.5004,16.767,13.17,0,23.2128,73.3605,0,74.8098,0,0,14.7378,0,0,17.1756,0,0,0,21.9429,18.9255,0,0,24.9282,16.4304,12.7125,8.909314014,110.763,0,32.451,25.137,0,63.3555
130,1071.904595,1003.092579,3861.879398,657.3367733,1412.264664,2758.571425,183.4523817,1106.118479,3020.244872,4488.726448,28.33596,726.4106667,111.7381143,19.8216,91.89555212,445.9781834,796.8582,4132.036482,6917.548171,18.7035,31.00347925,98.6004,138.3359576,4302.008166,93907.22636,27627.67625,2439.382035,48.1551,226.0209,235.5732,1128.995184,75.3408,11.385,1134.067337,23.02742959,137.1975,28.773,228.8583,3412.291259,74109.7162,41.3952,33.6432,15.3306,190.578,86.39422273,72.40470282,1120.751572,180.8814967,267.654,560.3461543,117.3572776,858.0111833,13.4016,453.7375813,257.441863,32.8287,13.689,991.5980084,2409.596361,211.7470181,7486.7976,6348.369185,3114.499033,829.2099072,1352.170888,574.6595483,315.4903658,1449.685906,436.153092,229.7479343,24.2934
131,19.212,111.2994,0,28.053,27.51,19.278,30.8226,11.6748,38.8512,0,31.1892,25.6608,14.0049,0,0,0,11.1672,0,0,147.110687,16.731,0,0,12.6225,29.9145,16.7805,34.7655,0,22.7682,14.7852,28.2576,0,15.63,13.2366,30.6912,0,25.74,19.8549,33.9696,0,15.84,0,0,0,16.929,0,0,0,0,15.804,0,0,0,0,0,0,0,0,5.838,0,18.354,104386.5509,143.1113785,13.7619,18.8232,4.3974,16.146,0,0,0,40987.757
132,124.83,0,21.2652,9.2664,4.6002,14.52,28.158,0,4.278,5.1408,22601.23435,16.9659,175.5432,26.0406,4328.030577,80.3385,0,23.19,9.996,112.9293,10.863,13.9464,27.1125,0,0,20.007,10.188,0,16.2,0,45.8172,0,27.8835,41.106,0,0,0,0,0,12.204,208.5084,31.5375,0,33.5484,25.203,0,27.1215,4.6398,0,0,10.5009,10.23,0,0,0,0,0,5.67,22.1088,7.9068,0,51.37464148,18.4884,16.1235,235.2418103,8.307,72445.25046,121.35,34.31367598,29.0316,23.1072
133,11460.21343,10.3965,26.1504,22.9635,0,6.4314,0,39.0621,0,10.755,23.49,36.135,15.21,23.706,82.11,121.524,22.308,23938.86574,14.553,2726.641724,20.787,0,0,0,13.7457,31.27833144,10.14,19.5675,0,12.2256,0,0,0,43.2015,0,0,0,0,11.8314,0,0,0,0,0,26.163,0,14.2128,0,19.8081,13.2312,11.6955,0,18.87,0,0,19.7847,0,6.84,0,16.5075,0,71765.07435,18.3168,0,49.3731,23.031,8.6184,13.9293,0,0,307.4229
134,69.2712,163.335,469.9585257,1198.733804,66.69,46.41,0,35.0655,57.47812383,220.62,16.968,31.1388,27.9048,77.77870796,32.4819,18.438,25.9641,45.93202148,10.038,41.85574156,113.1864,14.382,190.035,881.5976022,30.657,464.1742768,34.578,44.8434,39.3,22.869,28.125,22.29,24.4134,34.2705,38.5482,24.327,39.1284,116.6832,13.3536,15.58774805,43.197,94.1052,75.3129,43.47,25.134,43.758,13.68,44.81352499,11.16,25.605,69.62889888,17.5734,48.3,17.5392,136.4538,85.14953218,16.362,55.1232,201.6729,51.2112,33.7059,26.8884,45.7002,71667.72316,56.871,84.0834,40.6017,77.9688,10.773,37.0104,64.7289
135,62.94227113,82.854,25.7985,494.2707,21.222,34.0494,25.305,18.864,0,15.8688,17.2242,0,208.8795,25.2315,62.6958,25.9968,24.8724,13.6971,438.235368,187.0879387,15.192,63.6174,0,39.3699,8.955,144.8648942,11.661,33.2469,33.7335,239.2427724,0,84.2526,22.743,34.692,23.2668,0,0,7.158,0,28.899,119.5482153,386.7322739,18.999,0,17.3754,71664.1651,71.5824,0,12.204,12.7575,20.4507,26.4576,34.7436,11.9016,512.4210119,0,0,248.1815437,263.4284487,64.1796,14.2212,76.24226147,125.2508478,155.2192906,141.5898,3288.555676,767.3085,140.0916,459.3940257,220.8721795,108.1872
136,48.912,17.238,131.355,12.168,150.675,129.0285582,0,13.182,66.849,125.4,28.899,10.2,51.219,18.87,2954.643593,24.89255402,32.64,78.12877972,151.728,176.328,0,345.1165964,13.689,30.321,60.645,15.81,17.082,23.04,12.168,15.84,48.396,0,121.62,46.638,153.225,33.54,17.82,79.173,38.745,0,95.634,12.168,0,19.575,46.162112,71348.45754,89.76,12.168,0,22.96143951,14.82,11.154,11.73,0,25.857,124.26,16.731,237.006,27.225,68.145,24.39,579.249,11.73,49.41,274.2446777,156.672,27.36,185.0334208,129.0474137,43.56,204.336
137,102.1338,14.9283,37.3566,12.204,0,34.2102,0,6.4422,24.2892,10.0128,314.9578457,0,130.1496,47.652,9892.833221,46.3554,26.2281,61.20492138,2580.853447,242.073427,46.84461443,260.1173953,0,92.3853,20.0721,67.6062,10.6659,20.328,27.0975,21.3948,28.2348,26.0103,48.42,12.1626,0,22.2231,0,26.9976,21.072,16.4475,77.9328,32.691,28.1112,23.4612,67.12554932,71336.7043,62.343,0,0,17.16,11.8503,11.187,17.1045,31.6251,0,22.6635,23.892,3696.387857,52.74029297,636.8214767,79.074,322.8319991,28.5432,1124.354197,723.3736031,5725.252922,33.1122,509.8679868,212.5633098,45.8455394,298.8296251
138,20642.5633,61525.68225,116079.6954,147960.5585,55613.17243,199400.1774,147992.1485,193224.5335,222010.2269,116933.1405,50452.91021,176053.5025,25948.79812,112116.7084,13000.71886,152582.4771,227348.8024,87363.47935,2675.0601,6434.98756,225493.6273,98131.59921,19104.47383,6790.685532,19690.07806,164449.6592,53096.90838,43866.31788,84090.42917,29687.36346,224612.6397,109144.7596,28062.62311,29786.07531,139686.469,29863.43182,11285.73981,140964.786,452.1164691,58316.02741,141.43998,46071.69803,60107.62133,90534.74235,21624.88715,8166.142274,80784.17888,54160.84739,4230.745663,439969.611,57678.80249,281929.9035,348.43986,180716.0686,148719.6372,411224.2837,104333.7836,337131.6056,11271.66079,13583.04173,38133.68558,3757.562217,17470.8261,159502.7501,5186.489529,123321.0171,56817.49782,2644.496865,19085.00621,111234.0226,1025.950664
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70842.09173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,41.2671,13.218,0,0,0,22.4796,201.3858,0,128.9925,44.4852,19.0032,33.462,51.51155649,220.7625,232.0899,261.6024853,0,119.0862549,0,388.2757291,19.8081,14.1372,0,0,16.8102,0,17.2788,0,27.696,134.5674,29.7228,0,181.287,24.4926,0,22.275,0,0,0,0,0,0,0,0,31.824,0,15.618,0,12.78,10.7541,11.8908,0,0,0,33.3084,0,10.7415,9.36,0,22.3182,14.238,70819.50434,41.6865,11.8908,21.36,44.7321,48.6162,531.7424629,0,0,135.1602
141,12.5265,20.7234,8.376,27.2691,8.8704,34.7097,37.4256,38.7414,9.0825,23.3856,242.646,31.875,9.585,12.06,5.382,10.5264,27.246,25.3896,17.0928,40.986,34.56780921,0,22.287,9.9708,509.7657667,124.0425,42.5646,18.5952,8.955,20.91,6.783,18.51482291,20.7009,12.7275,31.08,12.7002,20.793,10.1997,60.0513,39.12,15.351,23.829,13.9113,15.1326,16.929,22.6713,9,16.2,26.397,428.4873486,20.88,376.3551,70737.02601,21.7182,20.1096,60.345,38.088,40.5888,58.9491,6.5286,73.91028409,46.1184,8.2455,5.1264,21.9945,59.9076,12.6,10.45997864,17.289,6.6528,32.9856
142,26.208,12.69,0,15.1731,15.255,0,15.63,10.6785,34.4766,23.4432,50.1144,15.618,11.88,25.839,59.5455,103.6485,9.1422,906.6648954,0,5971.534667,33.4026,0,13.104,0,10.6659,10.782,0,13.2534,17.0586,19.8783,25.8264,13.6485,0,16.038,14.616,13.9113,0,0,24.255,13.182,0,0,0,12.69,26.826,26.4195,9.2976,14.238,27.936,0,0,12.204,0,23.0475,10.158,0,0,11.8503,15.906,9.3054,27.06,70728.43461,16.2,0,25.347,84.7782,28.923,26.6475,0,0,350.488867
143,34.65,0,21.2652,9.2664,36.504,7.5474,0,16.5375,4.278,24.876,3043.522617,22.7157,4.0299,0,1365.94571,33.549,0,11.97132565,0,186.9390667,10.863,10.647,27.1125,0,0,20.007,0,0,0,0,45.8172,35.8479,66.4176,0,0,0,0,0,0,12.204,0,36.114,31.2732,33.5484,25.203,0,27.1215,21.0084,0,0,10.5009,10.23,8.3352,12.7155,0,0,0,5.67,22.1088,6.4962,0,51.37464148,21.4704,0,157.6972447,8.307,70634.9298,5791.726747,191.0197176,29.0316,36.351
144,147.2773183,46.55036327,167.1744917,47.4768,59.16,40.1472,10.6155,205.1217,67.99277573,7846.536915,33.15,18.759,21.5712,0,128.4507,7.887,11.253,10.0548,9.1638,28.347,70564.17021,13.6647,14.1204,13.1274,24.4368,156.5775,0,8.6256,38.6748,33.15,1269.696667,108.8964,26.448,475.7325422,16.7508,49.3857,786.4765675,47.277,101.6115,24.2544,19.8,28.917,121.4137548,42.4926,65.5482,10.1376,30.0915,229.2719006,8.9625,14.364,137.28,11.8404,125.0388,26.2395,20.3658,20.91,117.0381,20.5542,21.9582,8.364,30.0546,24.123,7.164,0,32.75289886,156.837,27.8316,0,29.7933,75.48,9.9636
145,27.531,241.9857,112.894481,65.1071826,59.7753,18.5565,10.0401,179.5305432,186.351,254.8097941,47.5308,65.1915,70.296,14.1784363,30.6855,30.25046484,22.836,147.0348,9.2745,24.885,17.76040585,38.5548,181.2159,13.7913,20.3448,12.7575,114.5253,53.5182,78.28221308,28.9413,10.7484,46.0575,95.14777899,98.1447,133.542,429.4144904,27.156,46.6764,30.07878691,17.6505,47.91857651,14.448,50.44534321,67344.18929,73675.4982,10.8264,20.3154,27.5904,467.7063013,18.2835,38.0646,890.7544592,66.61854822,35.547,225.7434,60.6825436,19.8964259,617.1760029,114.3102,22.3758,18.9189,22.7256,10.9392,50.355,16.84237599,60.92518629,179.7195177,10.425,15.8928,11.0346,61.8678
146,21.9981,37.0767,0,19.4688,18.8136,10.6596,15.57,10.6533,12.7275,6.8514,17.913,23.283,198.4164,20.25,1432.15709,9122.329624,69.5001,636.9831617,47361.29519,72112.62527,233.5113,311.3372184,14.6334,34.8381,17.1678,338.582334,17.2482,32.8608,10.6659,20.46,0,60.68519355,19.0878,39.2238,6.7431,133.9404,35.6451,57.045,0,24.99,20.5158,49.9482,11.0949,21.7305,21.78,7613.944455,10.755,0,49.05244288,29.2464,0,0,8.28,0,24.273,13.2132,9.7014,1909.436573,39.90380594,80.2584,15.7635,34049.70857,2403.099527,126.6165,292.0276762,187.8710124,323.6836138,542.6778706,3355.535989,204.237,70199.12501
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33035.6001,107032.8536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,588.0141,18.438,165.9123,0,14.9568,213.2514,14.1372,3.9615,0,18.075,46.7286,25.6176,29.4675,26.46,231.4206,74.2941,15.219,0,0,10226.78176,110.904,11.1078,10.5714,16.794,0,29.9232,0,35.4978,0,15.1869,44.3712,0,13.17,45.5961,0,0,12.7125,0,0,0,0,34.4844,12.72,0,17.8848,169.6940358,35.8578,0,0,0,0,0,17.913,49.038,9.1692,0,0,0,0,22.464,17.3094,69881.39665,67.473,34.4784,144.4218,65.89643327,0,347.7619793,35.5224,0,537.9541455
149,87003.12272,101.277,29.664,28.455,74.97,83.16,27.594,10.647,70.77424438,80.388,215.04,37.584,241.9796349,42.873,58799.89139,312.1335991,45.39,5727.440833,18285.13166,69811.7561,185.499,104908.3314,78.54706055,34.36224683,26.52,11067.40509,39.3,24.336,124.92,27.438,30.24,248.5371352,10103.0649,102.228,47.508,79.005,33.669,139.968,30.927,69.861,539.0103662,619.8280388,71.09492505,33.66,53.352,4497.364552,19.575,6.48,19.512,21.924,0,0,0,0,154.575,11.22,505.5684968,31954.37133,715.8785446,73705.51186,214.245,276351.4381,9048.1472,198794.9177,33824.63952,12844.30052,7296.111814,14624.32772,10874.14411,38438.69186,4855.647722
150,302.9535527,2061.998235,2235.271443,178.2094933,1018.207672,968.8650281,206.7114252,651.6882,429.57369,536.13318,2702.049765,23.04709651,782.0638228,713.3869236,1042.915533,330.7609636,766.9317394,403.63296,342.2575801,2390.992728,286.1797392,121.5,15.31419,184.6099185,3420.984777,3670.144824,821.2285426,3820.378284,102.97248,1212.09218,153.6843,416.7581533,149.23773,1123.050638,75.375,708.7541254,132.7034433,338.31798,389.81043,69586.40432,493.6722071,188.21067,277.59402,191.1474082,1167.094619,442.9196353,224.2269908,380.4103569,144.6815146,77.79681,94.626,317.6277543,905.20155,272.80398,577.3799813,82.482,1005.59286,102.83091,334.9432326,30.3345,1204.64764,481.4249641,2202.827367,0,309.675432,511.62848,455.51808,401.5305543,140.86302,285.6639151,2831.863516
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9139.80395,0,0,51757.58127,87257.77408,0,0,0,0,0,0,0,0,110430.8121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,23.706,29.6712,28.5936,0,0,0,35.4201,16.7508,20.8731,17.1963,1086.387915,21.882,207.0309,19.3458,342.1521411,32.7168,15.7449,91.0017,14.268,69279.15259,18.4128,0,0,0,0,13.2,0,15.2145,67.4622,0,16.152,26.7003,303.375,21.06,0,0,0,9.18,21.9042,0,0,0,0,0,9.1461,7.5663,9.639,0,0,0,22.302,32.598,0,0,0,0,199.8936,0,14.715,48.6885,10.6785,145.9584,7.188,0,146.9358004,64.7832,0,49.8939,18.4248,0,94.4193
153,11.1642,191.942436,289.3968,34.0962,90.396,471.3855433,26.3484,37.7844,752.7808931,4280.786048,22.239,53.034,516.0293487,765.3942,11.6256,218.4138,17.5518,16.8072,15.9975,58.7445,106.7739,42.141,24.18,215.6891512,79.4187886,118.2900865,24.381,141.6552,0,193.1341809,24803.63092,74269.54451,14042.68915,43.0494,170111.427,90.8205,74775.0174,87.7068,21.3366,29.0385,48.10248281,15136.25704,69091.59066,28.2879,31.206,12.9816,26.3709,296.001,29.667,25.575,119.7228,207.724335,32.9616,1207.115123,2442.129504,1153.900239,61.95819272,240.516,1621.761968,35.3349,56.6574,277.0708159,17.925,38.6568,16.893,24.321,70.4919,5.0256,83.1342,75.4021946,326.8727428
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69011.02197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,19.2,23.49,12.75,12.24,12.825,28.56,26.064,16.83,21.22447064,27.51,24.843,15.3,246.93,56.4,49.776,11.22,18.252,67.914,83.853,140.697,5771.856031,4326.248038,88.818,87.756,46.17,68869.36625,203.7567788,202.257,162.63,67.90532959,31.551,110.499,33.264,23.829,30.24,44.532,14.28,41.574,27.03,363.3900359,31.11,28.83,22.995,0,45.21,76.296,27.03,17.16,11.22,20.007,0,27.057,0,0,10.26,12.675,12.312,27.975,62.016,50.22,1199.479582,68.28562628,19.89,27.183,27.189,403.5298766,31.707,23.112,92.412,66.21,21.384
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68620.3625
157,39736.09697,53.325,42.309,10.2,86.016,10.5,24.966,197.664,38.85,50.68208295,626.5130841,9.126,2200.509316,75.312,63047.38585,1468.908955,112.5515523,12070.19891,14457.80091,81143.19099,32298.31473,19081.90993,51.984,99.636,15.351,185.484,0,15.84,18.423,31.311,36.66,35.448,35.088,59.58201599,9.558,46.491,33.462,45.486,19.89,36.504,100.845,51.207,42.90875977,32.655,34.893,81726.02676,18.357,13.566,13.77,7.854,24.687,21.801,44.88,23.46,12.495,9.18,14.586,71941.35899,1535.45494,9340.984201,27.378,47117.11646,592.362312,27484.25737,39994.33233,123332.2932,507.075,40856.08311,13502.48402,5750.898656,8050.578685
158,26.9187,21.5901,67.2768,16.362,46.8723,38.4801,21.6612,14.9169,33.8895,38.1276,13.5936,134.3412,6.5565,26.955,12.51,75.0546,49.0752,53.1846,37.4688,23.8005,51.4929,16.3296,16.1856,12.132,53.0145,44.622,12.9384,0,7326.88673,70953.94565,45058.99838,203316.3058,635.8021299,68368.10477,321857.8348,3549.9835,509.0438457,13.068,48337.38155,15.7542,7.5726,200.7935603,95152.46659,28.992,34.0656,45.354,10.038,91.7604,21.6138,135.9855,15.381,19.314,87.81011149,68.4585,14.3052,26.544,47.3478,67.1238,0,10.23,15.12,44.7975,35.505,34.7508,85.152,24.95131293,143.919201,6.507,0,6.9201,68.4969
159,40.9974,9.153,11.8305,10.038,0,19.59,0,114.1128,0,12.5475,68144.65476,0,471.6504263,0,0,51.393,7.152,9.639,15.8472,0,21.7728,0,12.096,0,0,8.9625,0,0,13.206,18.8478,13.1196,9.6444,0,13.2054,13.098,0,0,11.88,0,0,0,28.8,0,14.4606,18.48173822,47.2221,0,15.8184,0,0,0,0,34.7808,0,0,0,0,0,14.202,14.7726,0,632.7037406,43.0323,13.2615,16.6296,20.436,46.224,5.9556,16.8372,0,388.0674
160,0,19.4544,80.178,4.0014,10.71,64.992,0,0,445.740394,68141.6816,26.3508,28.476,12.81,12.9492,26.6136,0,8.604,12.1896,9.1368,47.7513,13.0356,12.1824,22.68,11.1144,24.42,370.386,21.222,14.76,37.8432,17.8596,119.448,63.441,36.8775,272.1574256,70.9155,284.6223,0,0,108.7398,0,42.0516,69.7374,48.2514,0,14.157,0,635.5364487,13.8348,15.8175,0,155.339846,28.6944,325.4115,13.005,0,161.8014,49.2291,17.391,5.0976,13.7943,10.08,24.6531,12.5628,0,19.401,0,12.8625,16.35,21.4578,126.5985,32.781
161,8.2455,7978.262538,28204.5387,8.6688,14.28,15.282,130.9581,8843.893589,12.3336,10.89,14.3304,0,6.399,16.575,82.0224,0,16.8495,14.2212,187.9260042,41.84284087,39.85798513,22.3344,9.072,12.6375,26.2416,9.0525,14.7639,0,0,27.54,0,108.081,0,0,0,15.804,0,19.899,33.4125,7.5033,11.7369,13.338,0,0,28.3608,1293.978068,23.4432,0,8.604,14.0985,10.44,11.22,10.7856,7.029,11.259,0,15.9402,52.6845,8.6961,21.4326,40.2426,15.0075,15.672,127371.7688,22.737,46.8312,51.0234,36.162,79.52607466,0,38.02236385
162,2376.131747,13.86,0,0,9.69,14.703,10.584,0,15.111,17.85,62.196,22.95,19.2,67.15043591,68085.60254,111.09,16.26,17.226,277.8129232,247.5225319,31.707,34.575,10.08,0,42.714,38.115,25.992,0,16.83,16.731,24.336,38.367,16.224,18.63,17.094,0,17.745,12.168,15.3,14.28,22.707,26.622,16.731,0,34.965,124.6369091,0,0,44.634,16.83,20.4,10.647,16.83,34.959,25.74,89.889,13.26,176.7652317,49.57161896,0,29.97,163.917,2545.286,25.668,141.9090414,0,33.15,0,20.787,14.28,280.869
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68230.52954,0,0,67842.82477,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67724.72162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67698.2751
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48956.40456,0,10690.84882,103947.7234,57468.93625,0,147591.5628,0,0,0,0,5030.178282,91953.56613,0,0,0,0,0,0,0,0,0,0,77166.01925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,16.5984,5.8212,9.7014,49.61913,7.455,22.7829,52.19256,35.7,7.3815,106.59,48.5685,18.6888,19.7379,12.5895,49.3005,6.255,4.164,14.62522412,10.6974,66.4047,60.0822,37.80810674,9.423,31.68,1876.778153,9.06,21.9753,17.8794,83.21982854,87.44474633,16.7607,112.8344518,82.806,84.9095295,88.1961,83.56419,20.71936165,45.927,45.3456,68.994,12.1176,19.3284,53.33034348,66995.67904,691.5667858,15.9264,33.42024,26.2548,0,99,94.4925,73.88094,94.71982681,0,23.52,0,63.0084,35.532,8.9082,0,62.6304,13.6686,4.3785,0,92.5038,5.6862,32.1354,20.0889,7.21035,19.1661,34.01512952
168,0,22.8375,26.58,0,15.84,96.61487358,9.3288,0,34.572,66354.81396,15.9456,26.376,9.7566,11.7162,38.1825,9.6795,16.11847562,7.14,12.204,43.764,12.765,38.0277,14.1792,8.1972,15.84,1247.702833,0,34.8558,38.4699,0,7.218,44.9583,0,51.15,9.7524,62.4195,17.1234,0,20.5065,84.354,10.1136,21.8619,10.545,33.3576,0,10.7667,0,10.908,0,12.0042,8.2953,0,56.9088,7.9365,26.7852,5.235,29.7381,0,79.7679,0,21.24,28.566,23.1525,0,71.3973,9.4614,0,20.007,108.4686,21.879,33.08125059
169,724.5740544,493.888582,138.414,562.9310594,62.98385317,395.1897,47.4624,134.3535,995.2168519,1336.251966,24.4773,62.094,36.6687,66.53850952,34.7163,338.820483,693.062169,346.2914063,43.1655,33.1116,310.9758571,72.8376,99.10074957,8245.080479,29.526,97.92,295.1647945,459.2932987,21.9558,298.95,36.8082,161.928,0,76.28414648,42.1056,134.9589,23.4462,115.4425132,50.0688,40.2852,21.03897643,86.778,67.98134985,152.7929072,90.123,23.3136,88.48613974,2430.235801,681.5844325,579.2392443,413.4695839,1243.620495,8.2134,552.7064496,47.5416,320.28,16.944,32955.50656,1176.823626,6478.539333,173.1051375,17.64,111.4615017,99728.44539,235.0335941,2336.585156,3967.972098,2957.002558,5620.677143,35.805,22.5
170,10.7406,9.591,19.242,86.496,6.0465,16.3098,86.5566,126.252,47.10329121,61.39288003,56.9511,0,19.5696,4.17,49.173,18.0929874,10.188,49.89868937,203.4841309,84.1647,14.0097,10.7559,16.0083,18.846,54.6399,130.4889,23.205,11.9871,4294.137452,166.2278736,50.0292,46.3239,143.172,176.3208,87842.22973,182.8446929,10.011,33.46682164,25.7917975,3207.761568,207.1838306,0,44226.92027,19.635,0,12.3015,12.474,37.89300439,24.5994,1869.724308,5.3976,180.0218318,5.922,176.4191592,110.0387313,21.3639,6.4449,147.9349949,125.7411,11.3388,7.1094,64.3131,17.0232,53.4114,0,34.69434214,6.6624,25.515,14.8596,42.4308,17.061
171,415.4682,19.32,100.2204,32.778,182.904452,42.8904,186.9897302,205.7884624,26.163,2129.258602,17.3232,24.75822794,13.03784323,13.2678,21.8913,0,48.7134,94.60080302,1984.712833,7.122,146.5833444,17.8668,49.4214,22.2156,0,0,5.0544,25.116,890.5951133,74.5917,738.6943813,87.1548,16.767,21,29.3916,91.4196,60.996,98.02865885,74.70821437,37.7958,24.0597,166.3818,136.7211,68.35324142,21.3993,139.41,720.9392936,107.4675,45.6435,53.6301,110.4932506,127.008,143.8786224,123.1285865,299.5095177,94.095,76.6071,30.3708,14.4279,53.8245,14.3472,9.1872,31.017,10.0884,65977.71407,213.5571,37.4925,113.4864,32.994,281.5956,146.448
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92720.43937,48239.50939,0,3935.828027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83270.34945,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,32.277,0,27.324,0,0,29.7,43.758,24.552,0,30.558,54.831,61.512,20396.99951,0,22.32,67.638,25.599,58.812,32.277,36.114,0,31.164,0,0,0,31.164,0,0,0,63.612,27.66,31.878,0,0,0,34.8,25.53,40.194,20.088,27.825,0,0,34.689,24.618,0,0,36.114,0,33.336,33.408,30.558,33.48,0,0,0,25.002,56.796,25.11,0,10963.36673,53.568,0,0,22.32,29.664,0,20.142,0,111014.6196
