CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	shmotifs	topX	topXinNode
56	203	-102.032	0	0.965834	0.880351	5	motif_86	motif_130,motif_86,motif_149,motif_74,motif_140	motif_86
413	1318	-146.058	0	0.93137	0.870638	5	motif_130	motif_130,motif_86,motif_149,motif_74,motif_140	motif_130
317	1346	162.052	0	0.96134	0.837188	5	motif_149,motif_86	motif_130,motif_86,motif_149,motif_74,motif_140	motif_149,motif_86
1328	1961	132.041	0	0.940068	0.83781	5	motif_130	motif_130,motif_86,motif_149,motif_74,motif_140	motif_130
407	577	-58.0047	0	0.9113	0.835489	5		motif_130,motif_86,motif_149,motif_74,motif_140	
1355	2135	130.044	0	0.828977	0.679977	5		motif_130,motif_86,motif_149,motif_74,motif_140	
62	73	-126.029	0	0.903997	0.646007	5		motif_130,motif_86,motif_149,motif_74,motif_140	
638	1918	-146.055	0	0.90896	0.777624	5	motif_86	motif_130,motif_86,motif_149,motif_74,motif_140	motif_86
317	492	176.066	0	0.959107	0.878717	5	motif_149,motif_86	motif_130,motif_86,motif_149,motif_74,motif_140	motif_149,motif_86
222	1838	-14.0175	0	0.95773	0.900223	5	motif_149,motif_86	motif_130,motif_86,motif_149,motif_74,motif_140	motif_149,motif_86
319	1346	-30.0086	0	0.981205	0.870899	5	motif_149,motif_86	motif_130,motif_86,motif_149,motif_74,motif_140	motif_149,motif_86
731	1080	84.018	0	0.949091	0.789245	5	motif_130	motif_130,motif_86,motif_149,motif_74,motif_140	motif_130
73	731	-0.0020752	0	0.933603	0.671173	5		motif_130,motif_86,motif_149,motif_74,motif_140	
1346	1997	15.9946	0	0.982948	0.925824	5	motif_149,motif_86	motif_130,motif_86,motif_149,motif_74,motif_140	motif_149,motif_86
361	731	42.0108	0	0.939838	0.706311	5	motif_130	motif_130,motif_86,motif_149,motif_74,motif_140	motif_130
203	303	-30.0092	0	0.980327	0.844941	5		motif_130,motif_86,motif_149,motif_74,motif_140	
1286	1455	-292.125	0	0.895869	0.770921	5	motif_130	motif_130,motif_86,motif_149,motif_74,motif_140	motif_130
489	1609	-30.0101	0	0.965184	0.848118	5	motif_130	motif_130,motif_86,motif_149,motif_74,motif_140	motif_130
1229	1908	0.0192261	0	0.910845	0.775368	5	motif_86	motif_130,motif_86,motif_149,motif_74,motif_140	motif_86
1083	1328	46.0068	0	0.948291	0.747337	5	motif_130	motif_130,motif_86,motif_149,motif_74,motif_140	motif_130
1115	2233	84.0399	0	0.877049	0.703712	5		motif_130,motif_86,motif_149,motif_74,motif_140	
361	633	-0.000427246	0	0.946048	0.756347	5	motif_130	motif_130,motif_86,motif_149,motif_74,motif_140	motif_130
184	966	132.045	0	0.704392	0.494726	6		NA,NA,NA,NA,NA	
184	1756	82.0988	0	0.797411	0.601958	6		NA,NA,NA,NA,NA	
250	2184	-244.147	0	0.736427	0.643949	6		NA,NA,NA,NA,NA	
184	250	214.14	0	0.752136	0.520949	6		NA,NA,NA,NA,NA	
184	1735	-46.0066	0	0.770168	0.452326	6		NA,NA,NA,NA,NA	
184	846	-76.0126	0	0.715553	0.488274	6		NA,NA,NA,NA,NA	
184	2184	-30.0068	0	0.838017	0.657904	6		NA,NA,NA,NA,NA	
1735	2184	15.9998	0	0.703932	0.481293	6		NA,NA,NA,NA,NA	
250	966	-82.0959	0	0.741476	0.569273	6		NA,NA,NA,NA,NA	
966	2184	-162.051	0	0.722061	0.594406	6		NA,NA,NA,NA,NA	
846	2184	46.0058	0	0.806363	0.70158	6		NA,NA,NA,NA,NA	
1756	2184	-112.106	0	0.854776	0.704525	6		NA,NA,NA,NA,NA	
1735	1756	128.105	0	0.780452	0.463705	6		NA,NA,NA,NA,NA	
250	1756	-132.042	0	0.781738	0.601094	6		NA,NA,NA,NA,NA	
846	1756	158.111	0	0.837827	0.601087	6		NA,NA,NA,NA,NA	
846	1735	30.006	0	0.800302	0.639552	6		NA,NA,NA,NA,NA	
899	1793	-132.076	0	0.805352	0.614873	7	motif_155,motif_163	motif_163,motif_155,motif_92,motif_196,NA	motif_155,motif_163
2	426	15.9954	0	0.809133	0.712921	7	motif_92	motif_163,motif_155,motif_92,motif_196,NA	motif_92
2	4	15.9944	0	0.767686	0.504525	7	motif_155,motif_163	motif_163,motif_155,motif_92,motif_196,NA	motif_155,motif_163
4	1793	-31.9872	0	0.808963	0.703301	7	motif_155,motif_163,motif_196	motif_163,motif_155,motif_92,motif_196,NA	motif_155,motif_163,motif_196
2	143	-15.997	0	0.890322	0.705932	7	motif_155,motif_163,motif_92	motif_163,motif_155,motif_92,motif_196,NA	motif_155,motif_163,motif_92
698	1256	46.0422	0	0.827755	0.676874	7	motif_155,motif_163	motif_163,motif_155,motif_92,motif_196,NA	motif_155,motif_163
4	138	488.386	0	0.795037	0.562476	7	motif_155,motif_163	motif_163,motif_155,motif_92,motif_196,NA	motif_155,motif_163
899	1256	-82.0418	0	0.785059	0.525479	7	motif_155,motif_163	motif_163,motif_155,motif_92,motif_196,NA	motif_155,motif_163
698	899	128.084	0	0.778477	0.548888	7	motif_155,motif_163,motif_92	motif_163,motif_155,motif_92,motif_196,NA	motif_155,motif_163,motif_92
4	1310	382.272	0	0.861968	0.665058	7	motif_163	motif_163,motif_155,motif_92,motif_196,NA	motif_163
4	698	-27.9953	0	0.807549	0.646477	7	motif_155,motif_163	motif_163,motif_155,motif_92,motif_196,NA	motif_155,motif_163
403	1927	-31.9893	0	0.888103	0.59278	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
432	1173	0.0012207	0	1	1	8		motif_120,motif_28,motif_117,motif_169,motif_153	
632	1567	646.38	0	0.898792	0.758434	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
284	453	15.9965	0	0.912905	0.717342	8		motif_120,motif_28,motif_117,motif_169,motif_153	
284	320	15.9941	0	0.904529	0.694601	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
1924	2200	0.000305176	0	0.802665	0.603338	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
432	1567	-14.014	0	0.910751	0.676749	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
821	1173	35.8561	0	0.835922	0.596565	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1173	1459	-3.99652	0	0.791442	0.691667	8		motif_120,motif_28,motif_117,motif_169,motif_153	
235	1957	-452.159	0	0.805066	0.544453	8	motif_120,motif_169	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_169
468	961	-15.9944	0	0.943499	0.742344	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
155	477	-13.9821	0	0.912788	0.652055	8		motif_120,motif_28,motif_117,motif_169,motif_153	
632	1173	660.396	0	0.805825	0.596565	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1503	2009	-146.058	0	0.852389	0.632179	8		motif_120,motif_28,motif_117,motif_169,motif_153	
155	1941	-29.9741	0	0.903723	0.66785	8		motif_120,motif_28,motif_117,motif_169,motif_153	
482	2107	80.1711	0	0.806465	0.521023	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
863	961	-15.9945	0	0.92312	0.728419	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
1883	2200	-12.001	0	0.820544	0.62886	8		motif_120,motif_28,motif_117,motif_169,motif_153	
403	453	0.000488281	0	0.964168	0.884147	8		motif_120,motif_28,motif_117,motif_169,motif_153	
432	482	-14.014	0	0.88704	0.596565	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
344	643	16.0298	0	0.908965	0.617421	8	motif_117	motif_120,motif_28,motif_117,motif_169,motif_153	motif_117
482	632	-646.38	0	0.897464	0.739898	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
163	2248	390.315	0	0.827831	0.487098	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
609	863	452.155	0	0.850571	0.59863	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
284	403	15.996	0	0.901654	0.677599	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
284	669	45.9666	0	0.913615	0.660214	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
688	1567	-14.0143	0	0.920039	0.688232	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
155	669	15.9909	0	0.925442	0.850061	8		motif_120,motif_28,motif_117,motif_169,motif_153	
477	1279	-15.9926	0	0.89376	0.699593	8		motif_120,motif_28,motif_117,motif_169,motif_153	
609	1915	27.9988	0	0.836695	0.650957	8	motif_120,motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_28
344	1173	-10.0206	0	0.897749	0.852925	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1230	1543	-15.993	0	0.911531	0.701297	8		motif_120,motif_28,motif_117,motif_169,motif_153	
534	1965	-0.00195312	0	0.87815	0.671627	8		motif_120,motif_28,motif_117,motif_169,motif_153	
163	609	-27.9995	0	0.846087	0.607312	8	motif_120,motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_28
961	1927	0	0	0.95259	0.763472	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
1567	2107	80.1711	0	0.814133	0.521023	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
432	1459	-3.9953	0	0.791442	0.691667	8		motif_120,motif_28,motif_117,motif_169,motif_153	
344	1459	-14.0171	0	0.831239	0.691667	8		motif_120,motif_28,motif_117,motif_169,motif_153	
821	1965	13.9814	0	0.84406	0.60439	8		motif_120,motif_28,motif_117,motif_169,motif_153	
632	821	624.54	0	0.84059	0.705613	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
747	2009	304.268	0	0.778256	0.677068	8		motif_120,motif_28,motif_117,motif_169,motif_153	
746	2009	-146.058	0	0.881404	0.751763	8		motif_120,motif_28,motif_117,motif_169,motif_153	
669	1230	-29.9736	0	0.885851	0.634625	8		motif_120,motif_28,motif_117,motif_169,motif_153	
896	1924	-12.0011	0	0.787816	0.554623	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
344	1995	-14.0159	0	0.762825	0.531046	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1459	1995	0.0012207	0	0.73765	0.595753	8	motif_191	motif_120,motif_28,motif_117,motif_169,motif_153	
896	1643	42.0105	0	0.777479	0.513887	8	motif_120,motif_153	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_153
320	453	0.00238037	0	0.967969	0.867636	8		motif_120,motif_28,motif_117,motif_169,motif_153	
197	643	30.0466	0	0.913213	0.617421	8	motif_117	motif_120,motif_28,motif_117,motif_169,motif_153	motif_117
468	1230	15.9919	0	0.924643	0.732021	8		motif_120,motif_28,motif_117,motif_169,motif_153	
785	1643	-1.97913	0	0.762868	0.593334	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
1760	1941	-15.9915	0	0.901434	0.713193	8		motif_120,motif_28,motif_117,motif_169,motif_153	
961	1543	15.9933	0	0.965359	0.833541	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
468	669	45.9655	0	0.898014	0.579785	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
2107	2248	-102.012	0	0.853719	0.661421	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
235	534	-19.8561	0	0.806997	0.603949	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
284	1543	0	0	0.944391	0.778291	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
403	468	-15.9949	0	0.920419	0.701529	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
688	821	-35.8552	0	0.85112	0.657209	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
432	632	-660.395	0	0.805825	0.596565	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
320	1941	-15.9926	0	0.906321	0.734149	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1279	1503	10.1802	0	0.86555	0.607265	8		motif_120,motif_28,motif_117,motif_169,motif_153	
468	863	0.00012207	0	0.909003	0.648101	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
534	2248	-13.9834	0	0.788092	0.493463	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
821	2248	-6.10352e-05	0	0.909957	0.849502	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
746	747	-450.327	0	0.817388	0.71576	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1319	1957	-452.358	0	0.869599	0.655671	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
632	2248	624.54	0	0.835318	0.701369	8		motif_120,motif_28,motif_117,motif_169,motif_153	
534	2107	88.0287	0	0.852565	0.608221	8	motif_120,motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_28
381	609	-452.153	0	0.769549	0.550564	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
453	1279	-15.9955	0	0.922355	0.744041	8		motif_120,motif_28,motif_117,motif_169,motif_153	
453	1543	-15.9965	0	0.922518	0.723804	8		motif_120,motif_28,motif_117,motif_169,motif_153	
284	1230	15.993	0	0.901313	0.69059	8		motif_120,motif_28,motif_117,motif_169,motif_153	
235	1965	-19.858	0	0.783315	0.565592	8	motif_169	motif_120,motif_28,motif_117,motif_169,motif_153	motif_169
235	609	-452.154	0	0.785194	0.544453	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
1173	1203	-632.369	0	0.8965	0.780164	8		motif_120,motif_28,motif_117,motif_169,motif_153	
863	1543	-0.0012207	0	0.910048	0.648101	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
785	1941	-15.9935	0	0.90142	0.730934	8		motif_120,motif_28,motif_117,motif_169,motif_153	
453	669	29.9701	0	0.897917	0.558118	8		motif_120,motif_28,motif_117,motif_169,motif_153	
432	688	0.000305176	0	0.972948	0.826209	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
747	1915	15.9906	0	0.888539	0.818435	8		motif_120,motif_28,motif_117,motif_169,motif_153	
240	1459	300.283	0	0.7435	0.491788	8		motif_120,motif_28,motif_117,motif_169,motif_153	
747	2172	304.268	0	0.70059	0.488281	8		motif_120,motif_28,motif_117,motif_169,motif_153	
63	197	-15.9953	0	0.890779	0.665229	8		motif_120,motif_28,motif_117,motif_169,motif_153	
284	1927	-15.9933	0	0.935586	0.743237	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
534	1915	-404.299	0	0.809934	0.493463	8	motif_120,motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_28
477	2009	-151.871	0	0.756495	0.521388	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1957	1965	432.301	0	0.840291	0.669992	8	motif_169	motif_120,motif_28,motif_117,motif_169,motif_153	motif_169
688	1995	-3.99438	0	0.773696	0.531046	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1965	2248	-13.9814	0	0.804505	0.60439	8	motif_169	motif_120,motif_28,motif_117,motif_169,motif_153	motif_169
235	785	15.995	0	0.894874	0.718497	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
632	2107	726.552	0	0.745241	0.521023	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
453	468	-15.9954	0	0.928334	0.717342	8		motif_120,motif_28,motif_117,motif_169,motif_153	
163	1957	-28.0048	0	0.860065	0.542659	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
477	747	-456.139	0	0.762878	0.521387	8		motif_120,motif_28,motif_117,motif_169,motif_153	
477	746	-5.81238	0	0.767674	0.521388	8		motif_120,motif_28,motif_117,motif_169,motif_153	
284	468	0.00109863	0	0.939469	0.759737	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
163	381	424.154	0	0.800127	0.563397	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
896	2200	-12.0008	0	0.787124	0.606465	8	motif_120,motif_153	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_153
1915	1949	-26.0229	0	0.7979	0.514622	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
1071	2001	-318.29	0	0.720391	0.570271	8		motif_120,motif_28,motif_117,motif_169,motif_153	
381	1319	0.199524	0	0.745538	0.493862	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
155	1279	-29.9747	0	0.918734	0.708426	8		motif_120,motif_28,motif_117,motif_169,motif_153	
688	1203	-632.368	0	0.902353	0.779094	8	motif_165,motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
344	432	-10.0218	0	0.897749	0.852925	8		motif_120,motif_28,motif_117,motif_169,motif_153	
747	1503	450.327	0	0.741274	0.470683	8		motif_120,motif_28,motif_117,motif_169,motif_153	
746	1503	0	0	0.939229	0.829297	8		motif_120,motif_28,motif_117,motif_169,motif_153	
821	2107	102.012	0	0.93334	0.72672	8	motif_120,motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_28
197	1567	-10.019	0	0.95406	0.929837	8		motif_120,motif_28,motif_117,motif_169,motif_153	
632	1203	28.0269	0	0.841178	0.519695	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
785	1319	-15.7959	0	0.769816	0.467268	8	motif_120,motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_28
403	1543	-15.996	0	0.910585	0.695778	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
274	1760	-15.9951	0	0.83955	0.71187	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1203	1567	618.354	0	0.810549	0.519695	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
197	1394	-636.365	0	0.804633	0.469319	8	motif_117	motif_120,motif_28,motif_117,motif_169,motif_153	motif_117
1965	2107	88.0306	0	0.82081	0.646775	8		motif_120,motif_28,motif_117,motif_169,motif_153	
235	381	-0.000427246	0	0.958317	0.838909	8	motif_120,motif_169	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_169
482	2248	-21.8409	0	0.842485	0.701369	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1763	1949	0	0	0.831585	0.597186	8		motif_120,motif_28,motif_117,motif_169,motif_153	
821	1567	21.8409	0	0.916679	0.757849	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
1760	2009	-151.87	0	0.802549	0.572435	8		motif_120,motif_28,motif_117,motif_169,motif_153	
482	1173	14.0153	0	0.88704	0.596565	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1643	1924	-54.0116	0	0.745968	0.553754	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
432	1203	-632.368	0	0.8965	0.780164	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
821	1915	-390.316	0	0.868191	0.628891	8	motif_120,motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_28
381	785	15.9954	0	0.887874	0.790823	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
344	688	-10.0215	0	0.908154	0.891106	8		motif_120,motif_28,motif_117,motif_169,motif_153	
381	534	-19.8557	0	0.824871	0.611213	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
155	2009	-165.853	0	0.816978	0.572435	8		motif_120,motif_28,motif_117,motif_169,motif_153	
284	961	-15.9933	0	0.945767	0.775208	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
688	1173	0.000915527	0	0.972948	0.826209	8		motif_120,motif_28,motif_117,motif_169,motif_153	
320	1230	-0.00109863	0	0.927771	0.704535	8		motif_120,motif_28,motif_117,motif_169,motif_153	
477	1941	-15.992	0	0.906408	0.77503	8		motif_120,motif_28,motif_117,motif_169,motif_153	
669	1927	-61.9599	0	0.893537	0.629628	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
453	961	-31.9898	0	0.910672	0.668024	8		motif_120,motif_28,motif_117,motif_169,motif_153	
688	2248	-35.8553	0	0.785866	0.657209	8		motif_120,motif_28,motif_117,motif_169,motif_153	
344	1100	31.9883	0	0.771499	0.510127	8		motif_120,motif_28,motif_117,motif_169,motif_153	
344	1394	-650.382	0	0.79793	0.469319	8	motif_117	motif_120,motif_28,motif_117,motif_169,motif_153	motif_117
2009	2172	0	0	0.86743	0.66909	8		motif_120,motif_28,motif_117,motif_169,motif_153	
163	1319	424.353	0	0.794661	0.514773	8	motif_120,motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_28
320	1543	-15.9941	0	0.912532	0.698732	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
482	821	-21.8409	0	0.908528	0.757849	8	motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_28
320	403	0.00189209	0	0.944727	0.800041	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
320	1279	-15.9931	0	0.930339	0.759868	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1543	1927	-15.9933	0	0.962045	0.799297	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
1915	1965	404.297	0	0.849435	0.669992	8		motif_120,motif_28,motif_117,motif_169,motif_153	
534	1319	20.0552	0	0.771973	0.487553	8	motif_120,motif_28	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120,motif_28
1230	1279	-15.992	0	0.936594	0.817247	8		motif_120,motif_28,motif_117,motif_169,motif_153	
403	1279	-15.995	0	0.912323	0.734122	8		motif_120,motif_28,motif_117,motif_169,motif_153	
863	1494	31.9875	0	0.78427	0.615291	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
1071	1100	-0.000549316	0	0.79526	0.510127	8		motif_120,motif_28,motif_117,motif_169,motif_153	
403	785	-0.000915527	0	0.884626	0.796911	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
669	863	-45.9654	0	0.884026	0.583699	8	motif_120	motif_120,motif_28,motif_117,motif_169,motif_153	motif_120
1279	1760	15.9921	0	0.930832	0.744811	8		motif_120,motif_28,motif_117,motif_169,motif_153	
1279	1941	0.000549316	0	0.878566	0.730081	8		motif_120,motif_28,motif_117,motif_169,motif_153	
403	1230	-0.00299072	0	0.908001	0.672759	8		motif_120,motif_28,motif_117,motif_169,motif_153	
